EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Neuroticism,E1(1),E2(-1),E3(1),E4(-1),E5(1),E6(-1),E7(1),E8(-1),E9(1),E10(-1),N1(-1),N2(1),N3(-1),N4(1),N5(-1),N6(-1),N7(-1),N8(-1),N9(-1),N10(-1),A1(-1),A2(1),A3(-1),A4(1),A5(-1),A6(1),A7(-1),A8(1),A9(1),A10(1),C1(1),C2(-1),C3(1),C4(-1),C5(1),C6(-1),C7(1),C8(-1),C9(1),C10(1),O1(1),O2(-1),O3(1),O4(-1),O5(1),O6(-1),O7(1),O8(1),O9(1),O10(1)
859,1,,,,,,1,4,1,4,3,5,1,4,2,4,4,2,4,2,4,4,4,4,4,4,2,4,4,5,5,5,4,3,5,4,3,2,5,4,4,2,4,1,3,4,2,4,5,2,4,1,3,1,2,4
861,1,,,,,,2,3,4,4,5,2,3,5,3,4,2,2,5,4,2,3,2,2,3,2,1,5,2,4,1,3,1,5,5,5,4,2,3,2,4,2,5,1,5,3,5,3,5,1,4,1,5,5,4,4
862,1,,,,,,1,4,3,4,3,4,1,4,5,4,5,3,3,3,3,5,5,5,4,3,2,3,5,3,2,4,2,3,4,2,2,3,2,3,3,4,2,4,3,3,3,3,4,3,4,2,3,3,3,3
864,1,,,,,,2,2,3,2,4,2,3,3,3,2,3,2,4,3,3,3,2,2,3,2,2,4,1,3,2,3,2,4,3,4,4,3,5,2,3,3,4,1,2,4,5,1,5,1,4,1,5,5,5,5
865,1,,,,,,3,4,3,3,4,2,3,3,3,2,4,3,5,4,4,4,4,4,5,4,2,3,3,5,2,5,3,3,4,3,2,2,4,4,3,1,3,2,2,2,3,3,5,2,4,1,3,4,5,5
867,1,,,,,,3,4,1,4,4,2,1,5,3,5,5,2,5,1,4,5,4,4,5,5,1,3,2,5,2,5,2,5,5,5,2,4,4,4,1,2,4,4,3,2,4,1,5,1,4,1,4,4,5,5
868,1,,,,,,1,5,1,5,1,5,1,5,1,5,4,5,4,1,1,2,1,1,3,5,1,1,1,5,4,5,5,3,5,2,5,1,5,1,5,1,5,1,5,5,5,1,5,1,3,1,4,1,5,5
869,2,,,,,,5,2,1,3,2,2,1,4,5,5,4,4,3,3,3,3,5,4,3,1,1,5,1,5,1,5,1,4,5,3,2,5,3,4,1,4,4,4,1,4,4,1,5,1,4,1,5,5,5,5
872,2,,,,,,4,3,4,5,1,4,5,4,2,5,2,3,5,5,4,5,2,1,4,5,3,5,2,5,1,5,2,4,5,5,5,2,4,1,5,1,5,3,5,5,4,4,5,3,5,1,4,3,5,4
874,2,,,,,,3,3,1,5,3,1,1,2,3,5,5,2,5,5,5,4,5,5,2,4,4,2,1,5,3,5,3,4,5,3,1,5,5,5,1,2,1,5,4,3,3,2,5,2,3,1,3,3,4,5
875,1,,,,,,3,5,3,4,3,3,5,5,5,5,5,1,5,1,5,5,5,5,5,1,5,5,5,2,1,5,1,2,3,5,3,5,4,2,5,3,1,2,1,5,2,5,5,1,3,1,3,1,5,5
878,1,,,,,,3,4,4,3,4,2,4,4,2,2,4,4,3,3,1,3,2,2,1,3,1,5,1,4,1,5,1,4,4,4,4,4,4,1,2,3,3,1,4,4,5,1,4,2,5,1,4,3,5,5
879,1,,,,,,1,1,5,2,5,1,4,2,5,2,2,4,4,3,3,3,1,1,3,3,1,5,2,5,1,5,1,5,5,5,2,4,5,3,1,4,4,3,2,4,5,1,5,1,5,1,5,5,5,5
880,1,,,,,,4,1,5,1,5,1,4,2,5,4,1,5,3,5,1,1,2,2,1,1,1,5,1,5,1,5,1,5,5,5,4,1,4,1,4,1,5,2,5,4,4,2,5,2,4,1,5,4,5,5
881,1,,,,,,2,4,5,2,5,1,2,2,4,3,1,5,1,1,2,1,1,1,1,1,5,5,1,4,5,5,1,1,3,3,3,1,5,1,3,2,3,1,2,2,5,2,5,3,5,1,4,4,5,5
882,1,,,,,,1,5,1,5,1,1,1,1,1,5,4,2,5,1,5,5,5,5,3,5,1,1,3,5,1,3,5,4,5,3,3,2,2,2,2,2,5,2,4,3,3,3,2,3,3,2,4,1,5,3
885,1,,,,,,3,1,5,3,5,1,4,2,4,2,1,4,3,4,3,2,3,3,2,1,1,5,2,5,1,4,1,5,5,4,4,4,4,1,2,3,5,1,3,4,5,1,5,1,5,1,4,5,5,5
887,1,,,,,,4,1,3,3,4,1,4,2,4,4,4,2,4,2,4,3,5,4,4,3,3,2,5,3,3,3,3,2,3,4,5,1,5,3,1,3,5,3,3,4,4,3,5,3,5,1,5,2,3,4
888,2,,,,,,1,3,2,5,1,4,1,1,4,4,4,5,5,2,3,3,3,4,5,2,2,3,3,4,2,3,4,3,4,3,2,5,2,5,1,5,2,5,2,3,4,1,5,2,5,1,5,2,5,4
889,1,,,,,,4,4,4,3,5,2,4,2,4,3,2,5,4,3,2,2,2,1,2,1,4,5,2,5,1,4,2,3,4,4,4,4,3,2,3,4,4,2,4,4,4,2,4,2,4,2,4,3,4,4
893,1,,,,,,2,3,3,3,4,2,3,4,3,3,5,3,5,1,2,4,3,2,2,5,1,5,1,4,1,4,1,4,4,3,2,3,4,3,1,2,2,3,2,3,3,3,5,1,3,1,3,3,5,4
894,1,,,,,,1,4,3,4,4,2,2,4,3,5,2,5,4,3,2,2,5,3,4,3,5,3,4,5,3,3,3,4,2,3,4,5,4,3,2,2,3,2,2,2,4,3,5,2,3,1,4,3,5,4
895,1,,,,,,1,1,1,3,3,1,1,3,2,5,5,3,5,3,3,3,4,4,4,3,3,5,3,3,4,3,3,3,5,4,3,1,3,3,3,3,5,3,3,4,5,1,4,1,5,3,4,4,5,4
896,1,,,,,,4,5,5,2,5,2,2,1,3,2,4,1,3,1,4,2,2,3,2,2,2,2,1,4,2,4,3,3,4,5,2,3,5,2,3,1,3,1,2,5,1,3,4,3,4,1,4,3,3,5
897,3,,,,,,4,2,5,2,5,2,3,2,5,4,4,3,4,1,1,2,5,4,3,4,1,5,2,5,1,5,1,5,5,4,4,2,5,3,5,1,5,1,5,4,5,1,5,1,4,1,5,5,5,5
899,1,,,,,,1,2,1,1,4,2,1,1,5,5,5,1,5,1,5,5,5,5,5,5,1,2,4,2,4,5,5,2,4,2,1,1,5,2,1,1,5,4,2,2,5,1,5,1,5,1,2,5,5,5
900,2,,,,,,5,1,5,3,5,1,5,1,5,3,2,4,5,4,4,5,5,5,4,4,1,2,1,5,2,5,1,5,5,4,5,1,2,4,3,5,5,3,1,3,4,1,5,1,4,1,5,3,4,4
901,1,,,,,,1,3,1,5,2,4,1,5,1,1,5,1,5,2,5,5,5,3,5,4,4,1,2,2,5,5,5,3,5,1,2,2,1,4,2,5,5,5,1,3,4,5,5,5,4,1,1,4,3,3
902,1,,,,,,2,5,4,4,3,5,1,2,5,5,4,5,5,5,5,2,5,5,4,5,5,5,1,4,2,5,2,4,4,5,4,1,4,2,1,4,5,1,1,4,5,4,5,2,4,1,4,1,5,4
903,1,,,,,,3,4,4,3,3,2,5,3,1,1,1,4,4,1,1,1,5,4,1,5,5,3,4,5,1,5,1,5,5,3,1,5,2,3,1,5,1,4,3,1,5,1,5,3,3,1,5,5,5,4
904,1,,,,,,1,3,4,3,3,3,2,4,3,5,4,4,5,3,1,4,1,3,2,2,5,5,2,2,2,4,1,2,4,3,3,4,4,4,3,5,4,2,4,2,5,5,1,4,3,5,4,2,4,3
905,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,2,5,1,4,2,2,4,2,4,2,4,4,4,2,4,2,4,4,4,4,2,5,4,3,3,4,2,4,4,5,1,5,2,5,1,4,4,4,4
909,1,,,,,,3,1,5,3,5,1,5,2,5,3,1,5,1,3,1,1,5,1,2,3,5,5,1,3,2,3,1,1,5,5,5,1,5,1,5,1,5,1,5,4,3,1,5,2,5,1,5,1,2,5
910,1,,,,,,1,4,2,3,1,3,1,3,4,5,5,1,5,1,1,3,3,2,4,4,5,4,1,4,3,3,2,2,1,2,4,2,2,3,1,2,5,3,1,3,3,2,4,1,2,2,3,2,4,3
911,2,,,,,,3,4,2,3,3,3,2,5,2,5,3,3,3,3,3,3,3,3,3,2,1,3,1,5,3,4,2,4,4,3,3,2,4,2,2,3,3,3,4,3,3,3,4,2,3,2,4,3,5,4
912,1,,,,,,2,1,3,5,2,3,1,3,2,5,5,3,5,1,5,4,5,5,5,5,2,3,1,4,3,4,3,4,4,4,4,2,5,5,1,5,4,3,2,3,4,4,5,3,3,2,3,4,5,5
913,1,,,,,,3,3,3,3,3,3,1,4,3,4,2,4,2,2,2,3,5,5,2,4,5,4,3,5,1,4,1,5,4,3,3,4,4,3,1,4,3,4,3,3,2,1,5,1,4,1,5,4,5,5
916,1,,,,,,2,2,3,2,4,2,2,2,5,4,4,2,4,3,2,4,5,4,5,3,2,4,5,4,2,4,2,4,4,2,4,2,4,4,3,2,4,4,4,4,5,2,4,2,4,2,5,4,4,3
918,1,,,,,,2,5,3,3,3,2,2,4,5,5,2,4,5,4,5,5,4,5,3,5,5,4,1,5,4,5,3,4,5,5,3,1,4,3,4,1,1,2,4,3,3,3,4,4,3,3,3,2,3,3
920,1,,,,,,4,1,5,1,5,1,4,1,1,1,1,5,4,2,1,1,2,1,1,1,1,5,1,5,1,5,1,5,5,5,2,5,2,1,1,4,1,1,1,2,3,1,3,1,3,1,4,2,5,3
922,1,,,,,,1,4,3,4,3,3,2,2,3,4,3,2,4,3,2,3,3,2,2,2,1,4,1,4,2,4,2,4,5,4,5,4,5,2,2,2,3,2,2,4,4,3,3,2,4,2,4,3,4,3
923,1,,,,,,2,5,3,4,2,5,2,5,2,5,3,3,4,3,3,2,1,1,2,2,2,3,1,3,2,3,2,5,3,5,3,1,5,2,2,2,3,3,4,3,2,2,4,2,4,2,3,2,5,3
924,1,,,,,,1,5,1,5,1,5,1,5,5,5,5,3,5,4,3,5,5,5,5,5,5,2,1,4,2,5,3,5,1,5,4,1,4,3,2,3,5,5,3,5,3,5,5,5,3,3,5,1,5,5
925,1,,,,,,3,4,4,3,3,4,3,4,3,4,5,3,4,2,3,3,3,3,3,4,2,4,2,5,2,4,2,4,4,4,5,1,5,2,3,1,5,3,5,4,3,3,5,2,4,2,4,3,4,4
926,1,,,,,,4,1,4,5,5,2,2,4,5,4,4,4,4,2,4,5,1,1,4,3,5,4,1,5,2,5,4,3,5,5,3,1,5,2,5,1,5,2,5,5,5,1,5,2,5,1,4,5,4,4
927,1,,,,,,3,3,4,3,5,2,4,3,2,3,4,3,4,3,2,2,1,2,3,3,1,4,2,4,2,4,1,4,4,5,5,2,4,1,4,1,5,2,3,4,4,2,4,2,3,1,5,4,5,3
930,1,,,,,,3,4,3,4,2,1,1,3,4,5,3,2,3,2,3,2,4,4,2,3,1,5,1,5,5,5,2,4,5,4,3,4,4,4,1,2,2,4,3,3,4,1,5,1,4,1,5,4,4,4
932,1,,,,,,2,4,2,4,4,2,4,2,2,2,2,3,3,3,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,4,3,2,2,2,3,4,4,4,2,3,2,4,2,4,4,2,5,4,4,4
933,1,,,,,,1,3,1,5,3,3,1,5,1,5,5,1,5,1,1,1,1,1,5,5,3,1,3,1,5,3,5,3,1,3,1,5,5,3,1,1,5,1,3,5,5,3,5,1,5,5,5,5,3,5
934,1,,,,,,4,1,5,4,4,2,4,1,2,2,2,4,5,4,2,4,4,2,2,4,4,3,1,5,2,4,2,3,4,5,3,1,5,2,4,4,1,2,5,4,2,1,4,2,3,1,4,2,4,3
936,1,,,,,,1,3,2,4,3,4,3,5,2,4,5,3,5,3,4,4,3,2,4,3,2,5,2,4,2,4,2,4,4,3,2,4,3,5,1,4,3,4,3,3,4,4,4,2,2,3,4,3,4,3
939,1,,,,,,4,4,4,1,4,2,4,2,4,3,3,2,3,5,4,3,3,3,3,1,3,3,2,2,4,3,2,2,3,3,3,5,1,2,3,5,3,2,3,2,2,4,3,4,2,5,3,1,2,2
940,1,,,,,,1,2,2,4,4,2,1,2,2,1,4,2,5,3,1,2,1,2,2,5,5,3,1,5,1,5,1,5,5,5,5,3,5,1,2,1,5,2,5,5,4,1,4,1,5,1,5,5,5,5
941,1,,,,,,1,5,1,4,1,2,1,5,1,4,4,4,4,4,2,2,5,5,2,4,4,1,1,5,2,4,4,4,4,4,5,4,5,1,4,2,5,1,4,4,3,4,2,4,5,2,5,4,4,4
942,1,,,,,,3,3,3,4,2,3,3,4,2,4,3,3,4,3,3,3,2,3,2,3,1,4,1,4,2,4,2,4,4,3,4,3,3,2,2,3,3,2,3,3,4,2,4,3,4,2,4,4,4,4
944,1,,,,,,4,1,3,1,5,1,5,2,2,3,2,2,4,3,2,3,2,2,2,2,3,4,4,2,3,2,3,4,1,3,3,3,2,3,1,5,4,2,1,2,4,1,4,1,5,1,5,2,5,3
945,1,,,,,,4,3,5,3,4,2,5,2,4,3,5,2,5,1,3,5,5,5,5,5,3,4,3,4,3,5,2,3,4,4,2,3,2,5,1,4,3,3,2,3,3,3,4,2,3,2,2,3,5,3
947,1,,,,,,2,4,3,4,2,3,2,5,2,4,2,4,2,3,2,2,3,2,2,3,1,4,1,5,2,5,2,4,5,4,3,2,3,2,4,2,4,2,3,4,3,2,4,2,4,2,4,3,5,4
949,1,,,,,,4,2,4,2,4,2,4,2,4,2,4,2,4,3,4,4,2,2,2,2,1,5,2,5,1,4,1,5,5,5,3,4,3,3,1,4,2,2,3,4,5,2,3,3,5,3,4,4,5,3
950,1,,,,,,3,3,3,4,2,3,2,4,3,5,4,4,4,2,4,3,4,4,3,4,3,3,3,3,2,3,3,3,3,4,2,4,3,3,2,4,2,3,2,3,4,2,4,2,3,4,4,3,3,3
951,1,,,,,,2,3,4,2,4,4,2,5,4,5,5,3,5,1,4,5,5,4,4,5,3,2,2,3,3,5,5,5,5,5,1,4,4,4,1,4,5,5,2,1,5,1,4,3,5,2,5,4,5,5
952,1,,,,,,2,3,3,4,3,2,3,5,1,4,3,4,4,2,3,2,3,3,1,4,1,5,2,5,1,4,1,4,5,4,2,5,5,4,1,1,2,4,2,4,3,1,4,1,4,2,4,3,5,3
954,1,,,,,,2,2,4,3,5,2,4,3,4,3,2,3,4,3,2,3,2,2,3,2,1,4,1,5,1,2,1,4,5,4,4,4,5,1,3,1,5,3,5,3,3,3,2,3,3,3,4,3,3,3
956,2,,,,,,4,1,4,4,4,3,3,2,2,3,3,3,4,4,4,4,4,4,4,3,1,2,3,5,3,4,3,4,5,3,3,2,3,3,3,2,4,3,2,3,3,3,4,3,5,1,4,3,4,4
957,1,,,,,,3,5,3,5,3,3,2,3,4,5,5,1,5,4,5,5,5,4,5,4,5,5,5,5,1,5,2,5,5,5,4,2,5,2,5,1,5,1,3,5,3,1,5,1,5,1,5,2,5,5
958,1,,,,,,4,1,5,4,5,1,5,1,5,3,4,4,4,3,3,3,4,2,3,2,2,5,2,4,3,4,1,3,5,4,3,3,4,3,3,4,3,1,3,5,4,1,4,4,4,3,4,3,3,4
959,1,,,,,,1,4,4,4,3,3,3,5,1,4,5,2,3,4,4,4,3,4,4,4,4,2,2,4,2,4,3,3,3,3,2,4,3,4,3,3,2,3,3,3,2,2,5,2,2,2,4,3,2,2
960,1,,,,,,3,3,4,4,4,2,3,5,1,4,2,3,2,1,2,1,3,3,2,1,5,4,2,5,3,4,1,5,5,5,4,2,2,1,2,1,5,2,4,4,1,4,3,3,3,1,2,1,2,4
961,1,,,,,,1,5,1,1,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,1,1,1,5,5,1,5,5,5,5,1,5,5,5,5,1,1,1,5,5
964,1,,,,,,4,2,4,3,2,3,1,5,3,5,4,4,4,2,2,3,4,3,3,3,2,4,2,3,2,4,2,3,3,2,2,5,2,3,1,4,3,3,2,2,5,3,5,3,4,1,5,4,2,4
966,1,,,,,,1,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,5,5,1,1,1,5,1,5,5,5,1,5,1,5,5,1,5,1,5,1,1,1,5,5,5,1,5,1,5,1,5,1,1,5
967,1,,,,,,3,3,4,4,4,2,3,5,1,3,2,5,2,1,2,1,3,1,2,1,2,4,1,4,1,4,2,5,5,5,4,2,2,2,4,2,4,2,4,4,1,4,4,3,3,2,2,1,2,4
969,1,,,,,,2,4,3,4,3,4,3,3,2,4,4,3,5,2,3,4,4,3,3,3,1,5,2,5,2,5,1,5,5,4,3,3,3,3,3,4,2,2,2,3,3,5,3,4,4,3,3,3,5,3
970,1,,,,,,1,3,3,4,3,2,1,5,3,4,1,5,2,5,1,1,1,1,1,1,1,5,1,4,2,5,2,4,5,4,3,5,4,1,3,5,2,2,4,4,5,1,5,1,5,1,5,5,5,5
972,1,,,,,,1,4,4,4,3,4,2,4,3,3,4,4,4,2,4,3,4,3,3,3,2,4,1,5,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,2,1,5,2,4,5,4,2,4,4
974,1,,,,,,1,5,1,5,1,5,1,5,1,5,1,1,5,5,1,5,1,1,5,1,1,1,1,5,1,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,1,1,5,5
975,1,,,,,,3,1,4,2,5,2,5,2,5,3,5,3,5,4,4,5,5,5,4,4,1,5,2,5,3,5,2,4,5,5,3,2,3,2,1,5,3,3,1,2,3,4,3,3,4,2,4,2,2,4
976,1,,,,,,1,2,2,4,2,3,1,5,1,3,3,2,5,5,1,3,2,1,2,2,5,1,5,2,4,1,5,1,2,2,5,5,4,2,2,4,5,1,5,5,4,1,4,1,4,2,5,2,5,5
977,1,,,,,,1,1,5,5,4,2,4,4,4,5,1,5,3,5,1,2,3,3,1,1,1,5,2,3,2,2,1,5,3,4,1,2,5,2,2,2,5,2,2,3,3,1,4,1,3,1,3,1,2,3
981,1,,,,,,2,2,2,2,4,2,1,4,2,3,2,2,4,3,2,2,3,2,1,3,2,4,1,4,2,3,2,3,4,4,4,4,5,2,4,4,3,1,3,4,4,2,4,2,4,1,4,4,5,4
982,2,,,,,,4,2,4,3,4,2,4,3,3,3,4,3,4,4,4,5,5,4,3,4,2,3,3,4,2,3,2,3,4,4,2,4,4,4,3,5,2,2,2,4,4,2,4,2,3,3,4,4,4,3
983,1,,,,,,1,5,4,4,2,4,2,5,4,4,2,3,4,1,4,4,5,4,4,4,4,3,3,4,5,5,4,3,4,4,4,1,4,1,3,3,5,3,4,4,4,2,4,1,3,4,5,3,2,4
984,1,,,,,,3,3,4,3,3,3,1,3,3,4,3,2,4,3,2,4,3,3,4,3,1,4,1,5,3,5,3,5,4,4,4,1,4,2,5,1,5,1,4,4,4,2,4,3,4,2,4,3,4,3
985,1,,,,,,4,2,4,2,4,2,3,3,4,2,3,4,4,4,2,3,3,2,4,2,2,5,4,4,2,2,2,3,3,5,2,5,4,4,3,5,4,2,2,4,5,1,4,2,4,2,5,4,4,4
986,1,,,,,,4,1,4,2,4,2,4,2,4,4,2,3,4,3,2,2,2,2,2,2,2,4,2,4,2,3,2,2,4,4,3,2,4,1,4,2,5,3,3,4,4,2,5,2,5,1,5,3,5,5
987,1,,,,,,4,1,5,5,5,1,5,5,4,5,4,1,4,1,1,3,4,4,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,4,1,1,1,5,1,5,1,3,4
990,2,,,,,,3,5,4,4,1,4,2,5,1,5,2,2,3,3,3,3,3,2,1,3,2,4,1,5,5,4,3,4,4,2,1,1,4,1,4,1,4,2,3,4,2,3,4,3,3,3,3,1,3,3
991,1,,,,,,2,3,3,4,3,5,2,3,3,5,3,4,3,3,4,3,3,3,5,2,3,2,3,3,4,3,4,3,4,3,3,3,4,4,4,4,4,3,4,3,2,4,4,4,3,1,2,1,4,3
992,1,,,,,,2,5,3,4,3,2,2,3,3,4,3,2,3,1,3,2,2,1,2,3,3,4,1,4,2,3,2,5,4,4,4,2,5,2,4,2,4,3,5,4,5,1,4,4,4,1,5,3,4,5
994,1,,,,,,1,1,4,2,5,1,4,2,5,2,5,4,5,2,4,4,2,2,4,2,2,5,4,4,2,4,2,4,5,2,1,2,4,4,2,4,2,3,4,2,5,1,5,2,5,1,5,5,4,5
995,1,,,,,,1,5,2,5,1,3,1,5,1,4,2,5,2,3,1,1,2,1,1,3,2,2,1,4,5,4,5,2,4,3,3,3,5,1,2,2,4,1,2,3,3,1,4,1,3,3,5,1,4,3
996,1,,,,,,1,4,2,5,4,4,2,5,1,4,5,1,5,1,4,5,5,5,5,5,2,3,3,4,3,5,3,4,4,4,3,4,4,4,2,4,3,3,4,4,5,3,2,3,3,4,4,5,5,3
997,1,,,,,,2,4,2,3,3,4,2,3,3,3,4,1,4,2,3,2,4,4,3,4,3,3,2,5,1,4,2,4,4,3,3,2,4,3,3,3,3,3,2,5,4,1,4,2,4,1,3,4,2,4
998,1,,,,,,2,3,2,5,4,1,3,4,2,3,5,2,5,1,2,4,4,4,4,5,1,4,1,4,1,3,2,4,3,4,4,4,5,2,3,4,4,2,4,4,5,1,5,1,5,1,5,5,5,5
999,1,,,,,,1,5,3,4,3,1,1,5,1,5,3,4,3,3,2,4,2,3,3,3,3,4,1,3,2,3,3,3,4,3,3,3,3,2,3,1,1,3,3,4,3,3,3,2,3,3,2,4,4,3
1001,1,,,,,,2,3,4,3,3,2,3,3,3,3,4,2,4,3,4,4,4,4,4,2,4,4,1,4,1,4,1,3,3,3,3,3,3,4,3,4,2,4,2,3,1,3,3,2,3,3,3,1,3,3
1002,1,,,,,,1,5,3,5,2,5,2,5,2,5,1,5,3,2,2,3,4,4,5,4,1,4,2,5,2,5,2,4,4,3,1,5,4,3,1,5,2,2,1,5,4,3,2,4,4,4,5,4,5,3
1003,1,,,,,,3,4,3,3,2,4,2,3,4,5,3,2,5,4,4,5,4,5,4,4,4,4,1,4,3,4,2,3,3,3,3,3,4,2,3,4,1,2,1,2,4,4,2,3,4,4,4,2,5,4
1004,1,,,,,,1,1,3,4,2,2,1,5,2,3,5,3,4,2,2,3,3,3,4,3,3,3,4,4,4,3,4,4,4,3,5,1,4,1,3,1,5,1,5,5,5,2,4,3,3,2,5,4,3,4
1005,1,,,,,,3,2,2,4,1,4,1,1,4,4,4,2,4,2,4,1,5,4,4,4,2,5,1,4,3,5,2,4,4,4,4,5,4,4,4,3,4,1,4,4,3,3,5,1,4,2,2,3,3,4
1006,1,,,,,,5,1,5,1,5,1,5,1,3,1,2,2,2,5,1,1,1,1,1,1,1,5,1,4,2,4,1,5,4,5,4,1,4,1,5,1,5,1,5,5,4,2,4,2,4,1,4,4,3,5
1007,1,,,,,,4,1,5,3,4,2,5,2,5,5,2,4,4,1,5,5,5,5,5,5,1,5,4,5,1,5,1,5,5,5,3,4,4,4,1,2,3,5,2,1,4,1,5,1,5,1,5,4,5,5
1009,1,,,,,,1,2,3,5,5,1,1,2,3,2,1,5,5,3,4,3,5,3,4,5,2,5,1,5,1,5,3,2,3,3,1,4,1,4,1,5,1,2,4,5,3,5,5,5,5,1,4,3,2,5
1010,1,,,,,,4,1,5,2,5,2,5,2,4,4,4,4,5,2,3,4,4,2,4,3,2,5,4,4,2,5,2,4,4,4,3,5,4,4,2,4,4,2,4,4,4,4,5,1,4,2,3,4,5,4
1011,1,,,,,,3,4,5,2,5,3,3,5,3,5,1,2,5,3,5,5,3,5,5,5,5,5,5,2,1,5,3,5,5,5,1,3,5,3,5,5,3,5,5,5,3,2,5,2,5,1,5,5,5,5
1012,1,,,,,,5,1,5,2,5,1,5,2,4,2,3,3,4,2,3,2,2,2,2,2,1,5,1,5,2,4,1,5,5,5,3,5,4,4,1,5,3,5,2,2,4,1,5,2,5,1,4,5,5,5
1013,1,,,,,,1,5,1,5,1,5,3,5,5,5,4,3,3,2,4,2,1,2,2,3,5,1,4,1,4,3,4,2,2,3,4,3,5,2,3,3,5,1,3,3,5,1,5,1,5,1,5,4,4,5
1014,1,,,,,,4,3,3,3,3,2,2,2,4,4,2,4,4,2,2,3,4,4,3,4,2,3,1,4,2,2,2,5,3,5,3,2,4,2,3,2,4,1,3,4,5,2,5,2,4,1,5,5,4,4
1015,1,,,,,,3,3,5,2,4,2,3,2,4,3,4,3,3,4,2,2,2,2,2,1,1,2,2,4,2,4,2,5,4,4,2,2,4,2,3,2,5,2,4,4,2,2,3,2,4,2,4,1,3,4
1016,1,,,,,,2,4,5,5,4,4,2,1,1,4,4,4,5,5,2,5,5,5,4,4,4,4,3,5,2,5,2,4,5,3,3,3,5,1,5,1,5,2,5,5,3,4,5,5,3,1,5,1,3,4
1017,3,,,,,,1,3,3,4,2,3,1,5,2,4,5,3,5,3,5,5,5,5,5,5,2,4,5,2,5,1,4,2,2,4,4,4,4,5,1,5,1,4,4,4,5,1,5,2,5,1,4,5,5,5
1018,1,,,,,,3,2,4,2,3,3,4,4,5,3,4,2,4,4,4,4,4,4,4,4,3,4,1,4,2,4,2,4,4,4,2,5,4,4,1,4,2,3,1,4,3,2,3,1,4,1,5,3,3,4
1019,1,,,,,,1,1,2,2,4,1,2,3,4,3,4,2,4,2,3,1,2,3,2,3,5,4,3,1,3,1,4,4,1,4,4,2,5,1,2,2,5,2,2,4,5,1,5,2,5,1,5,3,3,4
1022,1,,,,,,4,1,5,2,5,1,5,1,4,1,2,4,3,4,3,3,2,1,2,2,1,5,1,5,1,5,1,5,5,5,4,1,2,3,4,1,3,2,2,3,4,1,4,2,4,1,4,4,4,5
1024,2,,,,,,2,4,5,2,4,2,1,4,1,4,2,4,2,4,2,1,2,2,2,2,1,5,2,4,1,4,1,4,4,3,4,2,3,2,4,2,4,2,4,4,4,1,4,1,2,2,4,3,5,4
1025,1,,,,,,4,2,5,4,5,3,4,3,4,2,1,4,4,4,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,4,2,5,2,3,2,4,2,4,4,3,2,3,1,4,2,4,3,4,4
1026,1,,,,,,2,1,1,4,2,2,3,5,1,5,5,2,5,5,5,5,5,5,5,5,5,4,3,4,1,5,2,4,5,4,3,2,4,5,2,4,4,3,3,3,2,4,5,3,3,1,4,3,5,5
1027,2,,,,,,1,5,2,5,1,5,1,5,1,5,4,4,4,2,2,1,2,2,5,3,5,2,2,2,5,2,4,2,2,3,2,4,4,4,2,4,4,3,2,4,4,2,4,2,5,1,4,4,3,4
1028,1,,,,,,5,3,5,4,3,5,4,4,5,5,2,5,5,4,4,3,5,5,5,3,5,3,4,5,3,5,2,4,5,4,2,4,3,5,2,4,5,3,3,3,1,3,4,3,4,2,4,3,4,3
1029,1,,,,,,4,1,5,4,5,1,3,2,3,2,3,4,4,2,3,3,3,3,5,3,1,5,3,4,2,5,1,3,4,4,4,2,4,3,2,3,3,2,4,5,4,3,3,4,4,1,4,3,4,4
1030,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,1,5,2,5,1,1,1,1,2,1,2,2,5,2,5,1,2,5,4,2,1,2,1,4,2,5,1,1,4,3,3,2,1,2,2,1,2,5,2
1032,1,,,,,,4,2,4,3,3,2,4,2,4,2,5,3,5,4,2,3,2,1,3,3,1,5,1,5,5,5,1,5,5,5,3,1,5,1,3,1,2,3,2,5,3,1,5,1,5,1,4,2,5,5
1033,1,,,,,,3,2,5,3,4,2,4,5,3,3,4,3,3,3,1,2,2,4,4,2,2,5,4,4,2,4,2,5,4,4,3,2,2,2,2,2,3,1,2,2,4,2,4,2,3,2,4,2,4,3
1034,1,,,,,,2,5,3,4,4,4,1,5,5,5,5,3,4,3,3,2,4,4,3,3,1,5,3,4,1,4,1,5,4,4,2,3,4,4,4,3,3,5,3,1,4,2,3,2,3,3,3,3,1,3
1035,1,,,,,,5,2,1,2,4,5,1,1,5,4,2,5,5,3,3,4,4,3,4,3,5,5,1,4,4,5,2,3,4,5,3,4,4,2,2,3,1,3,4,3,3,1,3,3,5,1,5,1,4,4
