,EmployeeNumber,hand,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
613,847,3,,,,,,1,5,1,5,1,2,1,5,1,5,2,5,2,2,1,1,1,1,2,2,2,1,2,2,5,1,5,1,1,2,4,2,4,1,5,1,5,-2,4,4,4,1,5,1,5,1,4,4,5,5
614,848,1,,,,,,4,1,4,2,4,2,4,4,2,4,1,5,5,5,4,1,1,1,1,1,1,5,1,4,2,5,2,5,4,3,2,2,4,1,1,4,3,-3,1,2,5,2,4,2,5,1,5,4,4,5
615,850,1,,,,,,1,2,3,3,4,2,1,4,3,5,5,2,5,2,3,3,2,2,3,3,2,4,1,5,2,4,2,3,4,3,3,2,3,2,1,3,4,-2,4,3,5,2,4,4,3,3,4,5,4,3
616,851,1,,,,,,2,4,2,5,2,4,2,5,2,5,4,3,4,2,1,2,4,5,5,4,5,2,4,1,5,1,4,2,1,2,3,4,5,3,3,3,5,-4,4,3,4,4,2,4,3,3,3,4,4,3
617,852,1,,,,,,4,4,1,2,2,4,5,1,5,5,4,4,5,1,5,4,5,5,5,4,4,5,1,5,4,4,4,3,5,3,2,4,5,4,2,4,4,-3,3,2,4,1,5,1,5,1,5,5,5,5
618,854,2,,,,,,5,1,5,1,5,1,5,2,5,2,1,5,2,5,2,2,1,1,1,1,2,4,2,4,2,4,1,4,4,4,3,3,4,2,2,3,3,-2,4,4,4,2,5,2,5,1,5,4,4,5
619,855,1,,,,,,2,4,3,3,1,2,1,5,2,5,4,3,4,1,2,1,4,3,1,5,2,3,4,5,3,4,4,5,5,5,2,5,4,5,1,5,2,-3,2,3,4,1,4,1,5,1,5,4,3,5
620,856,1,,,,,,5,5,5,4,5,4,5,2,5,5,1,5,5,5,1,1,4,4,1,1,5,5,1,3,1,3,1,5,5,5,5,1,5,1,5,2,5,-5,5,5,4,4,5,1,4,1,5,4,4,5
621,857,1,,,,,,1,4,1,5,1,4,1,5,1,5,4,1,5,1,5,5,5,5,5,5,3,4,5,3,5,4,5,1,1,4,2,3,4,4,2,2,3,-4,2,1,4,2,5,5,3,2,2,5,1,4
622,859,1,,,,,,1,4,1,4,3,5,1,4,2,4,4,2,4,2,4,4,4,4,4,4,2,4,4,5,5,5,4,3,5,4,3,2,5,4,4,2,4,-1,3,4,2,4,5,2,4,1,3,1,2,4
623,861,1,,,,,,2,3,4,4,5,2,3,5,3,4,2,2,5,4,2,3,2,2,3,2,1,5,2,4,1,3,1,5,5,5,4,2,3,2,4,2,5,-1,5,3,5,3,5,1,4,1,5,5,4,4
624,862,1,,,,,,1,4,3,4,3,4,1,4,5,4,5,3,3,3,3,5,5,5,4,3,2,3,5,3,2,4,2,3,4,2,2,3,2,3,3,4,2,-4,3,3,3,3,4,3,4,2,3,3,3,3
625,864,1,,,,,,2,2,3,2,4,2,3,3,3,2,3,2,4,3,3,3,2,2,3,2,2,4,1,3,2,3,2,4,3,4,4,3,5,2,3,3,4,-1,2,4,5,1,5,1,4,1,5,5,5,5
626,865,1,,,,,,3,4,3,3,4,2,3,3,3,2,4,3,5,4,4,4,4,4,5,4,2,3,3,5,2,5,3,3,4,3,2,2,4,4,3,1,3,-2,2,2,3,3,5,2,4,1,3,4,5,5
627,867,1,,,,,,3,4,1,4,4,2,1,5,3,5,5,2,5,1,4,5,4,4,5,5,1,3,2,5,2,5,2,5,5,5,2,4,4,4,1,2,4,-4,3,2,4,1,5,1,4,1,4,4,5,5
628,868,1,,,,,,1,5,1,5,1,5,1,5,1,5,4,5,4,1,1,2,1,1,3,5,1,1,1,5,4,5,5,3,5,2,5,1,5,1,5,1,5,-1,5,5,5,1,5,1,3,1,4,1,5,5
629,869,2,,,,,,5,2,1,3,2,2,1,4,5,5,4,4,3,3,3,3,5,4,3,1,1,5,1,5,1,5,1,4,5,3,2,5,3,4,1,4,4,-4,1,4,4,1,5,1,4,1,5,5,5,5
630,872,2,,,,,,4,3,4,5,1,4,5,4,2,5,2,3,5,5,4,5,2,1,4,5,3,5,2,5,1,5,2,4,5,5,5,2,4,1,5,1,5,-3,5,5,4,4,5,3,5,1,4,3,5,4
631,874,2,,,,,,3,3,1,5,3,1,1,2,3,5,5,2,5,5,5,4,5,5,2,4,4,2,1,5,3,5,3,4,5,3,1,5,5,5,1,2,1,-5,4,3,3,2,5,2,3,1,3,3,4,5
632,875,1,,,,,,3,5,3,4,3,3,5,5,5,5,5,1,5,1,5,5,5,5,5,1,5,5,5,2,1,5,1,2,3,5,3,5,4,2,5,3,1,-2,1,5,2,5,5,1,3,1,3,1,5,5
633,878,1,,,,,,3,4,4,3,4,2,4,4,2,2,4,4,3,3,1,3,2,2,1,3,1,5,1,4,1,5,1,4,4,4,4,4,4,1,2,3,3,-1,4,4,5,1,4,2,5,1,4,3,5,5
634,879,1,,,,,,1,1,5,2,5,1,4,2,5,2,2,4,4,3,3,3,1,1,3,3,1,5,2,5,1,5,1,5,5,5,2,4,5,3,1,4,4,-3,2,4,5,1,5,1,5,1,5,5,5,5
635,880,1,,,,,,4,1,5,1,5,1,4,2,5,4,1,5,3,5,1,1,2,2,1,1,1,5,1,5,1,5,1,5,5,5,4,1,4,1,4,1,5,-2,5,4,4,2,5,2,4,1,5,4,5,5
636,881,1,,,,,,2,4,5,2,5,1,2,2,4,3,1,5,1,1,2,1,1,1,1,1,5,5,1,4,5,5,1,1,3,3,3,1,5,1,3,2,3,-1,2,2,5,2,5,3,5,1,4,4,5,5
637,882,1,,,,,,1,5,1,5,1,1,1,1,1,5,4,2,5,1,5,5,5,5,3,5,1,1,3,5,1,3,5,4,5,3,3,2,2,2,2,2,5,-2,4,3,3,3,2,3,3,2,4,1,5,3
638,885,1,,,,,,3,1,5,3,5,1,4,2,4,2,1,4,3,4,3,2,3,3,2,1,1,5,2,5,1,4,1,5,5,4,4,4,4,1,2,3,5,-1,3,4,5,1,5,1,5,1,4,5,5,5
639,887,1,,,,,,4,1,3,3,4,1,4,2,4,4,4,2,4,2,4,3,5,4,4,3,3,2,5,3,3,3,3,2,3,4,5,1,5,3,1,3,5,-3,3,4,4,3,5,3,5,1,5,2,3,4
640,888,2,,,,,,1,3,2,5,1,4,1,1,4,4,4,5,5,2,3,3,3,4,5,2,2,3,3,4,2,3,4,3,4,3,2,5,2,5,1,5,2,-5,2,3,4,1,5,2,5,1,5,2,5,4
641,889,1,,,,,,4,4,4,3,5,2,4,2,4,3,2,5,4,3,2,2,2,1,2,1,4,5,2,5,1,4,2,3,4,4,4,4,3,2,3,4,4,-2,4,4,4,2,4,2,4,2,4,3,4,4
642,893,1,,,,,,2,3,3,3,4,2,3,4,3,3,5,3,5,1,2,4,3,2,2,5,1,5,1,4,1,4,1,4,4,3,2,3,4,3,1,2,2,-3,2,3,3,3,5,1,3,1,3,3,5,4
643,894,1,,,,,,1,4,3,4,4,2,2,4,3,5,2,5,4,3,2,2,5,3,4,3,5,3,4,5,3,3,3,4,2,3,4,5,4,3,2,2,3,-2,2,2,4,3,5,2,3,1,4,3,5,4
644,895,1,,,,,,1,1,1,3,3,1,1,3,2,5,5,3,5,3,3,3,4,4,4,3,3,5,3,3,4,3,3,3,5,4,3,1,3,3,3,3,5,-3,3,4,5,1,4,1,5,3,4,4,5,4
645,896,1,,,,,,4,5,5,2,5,2,2,1,3,2,4,1,3,1,4,2,2,3,2,2,2,2,1,4,2,4,3,3,4,5,2,3,5,2,3,1,3,-1,2,5,1,3,4,3,4,1,4,3,3,5
646,897,3,,,,,,4,2,5,2,5,2,3,2,5,4,4,3,4,1,1,2,5,4,3,4,1,5,2,5,1,5,1,5,5,4,4,2,5,3,5,1,5,-1,5,4,5,1,5,1,4,1,5,5,5,5
647,899,1,,,,,,1,2,1,1,4,2,1,1,5,5,5,1,5,1,5,5,5,5,5,5,1,2,4,2,4,5,5,2,4,2,1,1,5,2,1,1,5,-4,2,2,5,1,5,1,5,1,2,5,5,5
648,900,2,,,,,,5,1,5,3,5,1,5,1,5,3,2,4,5,4,4,5,5,5,4,4,1,2,1,5,2,5,1,5,5,4,5,1,2,4,3,5,5,-3,1,3,4,1,5,1,4,1,5,3,4,4
649,901,1,,,,,,1,3,1,5,2,4,1,5,1,1,5,1,5,2,5,5,5,3,5,4,4,1,2,2,5,5,5,3,5,1,2,2,1,4,2,5,5,-5,1,3,4,5,5,5,4,1,1,4,3,3
650,902,1,,,,,,2,5,4,4,3,5,1,2,5,5,4,5,5,5,5,2,5,5,4,5,5,5,1,4,2,5,2,4,4,5,4,1,4,2,1,4,5,-1,1,4,5,4,5,2,4,1,4,1,5,4
651,903,1,,,,,,3,4,4,3,3,2,5,3,1,1,1,4,4,1,1,1,5,4,1,5,5,3,4,5,1,5,1,5,5,3,1,5,2,3,1,5,1,-4,3,1,5,1,5,3,3,1,5,5,5,4
652,904,1,,,,,,1,3,4,3,3,3,2,4,3,5,4,4,5,3,1,4,1,3,2,2,5,5,2,2,2,4,1,2,4,3,3,4,4,4,3,5,4,-2,4,2,5,5,1,4,3,5,4,2,4,3
653,905,1,,,,,,1,5,1,5,1,5,1,5,1,5,5,2,5,1,4,2,2,4,2,4,2,4,4,4,2,4,2,4,4,4,4,2,5,4,3,3,4,-2,4,4,5,1,5,2,5,1,4,4,4,4
654,909,1,,,,,,3,1,5,3,5,1,5,2,5,3,1,5,1,3,1,1,5,1,2,3,5,5,1,3,2,3,1,1,5,5,5,1,5,1,5,1,5,-1,5,4,3,1,5,2,5,1,5,1,2,5
655,910,1,,,,,,1,4,2,3,1,3,1,3,4,5,5,1,5,1,1,3,3,2,4,4,5,4,1,4,3,3,2,2,1,2,4,2,2,3,1,2,5,-3,1,3,3,2,4,1,2,2,3,2,4,3
656,911,2,,,,,,3,4,2,3,3,3,2,5,2,5,3,3,3,3,3,3,3,3,3,2,1,3,1,5,3,4,2,4,4,3,3,2,4,2,2,3,3,-3,4,3,3,3,4,2,3,2,4,3,5,4
657,912,1,,,,,,2,1,3,5,2,3,1,3,2,5,5,3,5,1,5,4,5,5,5,5,2,3,1,4,3,4,3,4,4,4,4,2,5,5,1,5,4,-3,2,3,4,4,5,3,3,2,3,4,5,5
658,913,1,,,,,,3,3,3,3,3,3,1,4,3,4,2,4,2,2,2,3,5,5,2,4,5,4,3,5,1,4,1,5,4,3,3,4,4,3,1,4,3,-4,3,3,2,1,5,1,4,1,5,4,5,5
659,916,1,,,,,,2,2,3,2,4,2,2,2,5,4,4,2,4,3,2,4,5,4,5,3,2,4,5,4,2,4,2,4,4,2,4,2,4,4,3,2,4,-4,4,4,5,2,4,2,4,2,5,4,4,3
660,918,1,,,,,,2,5,3,3,3,2,2,4,5,5,2,4,5,4,5,5,4,5,3,5,5,4,1,5,4,5,3,4,5,5,3,1,4,3,4,1,1,-2,4,3,3,3,4,4,3,3,3,2,3,3
661,920,1,,,,,,4,1,5,1,5,1,4,1,1,1,1,5,4,2,1,1,2,1,1,1,1,5,1,5,1,5,1,5,5,5,2,5,2,1,1,4,1,-1,1,2,3,1,3,1,3,1,4,2,5,3
662,922,1,,,,,,1,4,3,4,3,3,2,2,3,4,3,2,4,3,2,3,3,2,2,2,1,4,1,4,2,4,2,4,5,4,5,4,5,2,2,2,3,-2,2,4,4,3,3,2,4,2,4,3,4,3
663,923,1,,,,,,2,5,3,4,2,5,2,5,2,5,3,3,4,3,3,2,1,1,2,2,2,3,1,3,2,3,2,5,3,5,3,1,5,2,2,2,3,-3,4,3,2,2,4,2,4,2,3,2,5,3
664,924,1,,,,,,1,5,1,5,1,5,1,5,5,5,5,3,5,4,3,5,5,5,5,5,5,2,1,4,2,5,3,5,1,5,4,1,4,3,2,3,5,-5,3,5,3,5,5,5,3,3,5,1,5,5
665,925,1,,,,,,3,4,4,3,3,4,3,4,3,4,5,3,4,2,3,3,3,3,3,4,2,4,2,5,2,4,2,4,4,4,5,1,5,2,3,1,5,-3,5,4,3,3,5,2,4,2,4,3,4,4
666,926,1,,,,,,4,1,4,5,5,2,2,4,5,4,4,4,4,2,4,5,1,1,4,3,5,4,1,5,2,5,4,3,5,5,3,1,5,2,5,1,5,-2,5,5,5,1,5,2,5,1,4,5,4,4
667,927,1,,,,,,3,3,4,3,5,2,4,3,2,3,4,3,4,3,2,2,1,2,3,3,1,4,2,4,2,4,1,4,4,5,5,2,4,1,4,1,5,-2,3,4,4,2,4,2,3,1,5,4,5,3
668,930,1,,,,,,3,4,3,4,2,1,1,3,4,5,3,2,3,2,3,2,4,4,2,3,1,5,1,5,5,5,2,4,5,4,3,4,4,4,1,2,2,-4,3,3,4,1,5,1,4,1,5,4,4,4
669,932,1,,,,,,2,4,2,4,4,2,4,2,2,2,2,3,3,3,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,4,3,2,2,2,3,4,4,-4,2,3,2,4,2,4,4,2,5,4,4,4
670,933,1,,,,,,1,3,1,5,3,3,1,5,1,5,5,1,5,1,1,1,1,1,5,5,3,1,3,1,5,3,5,3,1,3,1,5,5,3,1,1,5,-1,3,5,5,3,5,1,5,5,5,5,3,5
671,934,1,,,,,,4,1,5,4,4,2,4,1,2,2,2,4,5,4,2,4,4,2,2,4,4,3,1,5,2,4,2,3,4,5,3,1,5,2,4,4,1,-2,5,4,2,1,4,2,3,1,4,2,4,3
672,936,1,,,,,,1,3,2,4,3,4,3,5,2,4,5,3,5,3,4,4,3,2,4,3,2,5,2,4,2,4,2,4,4,3,2,4,3,5,1,4,3,-4,3,3,4,4,4,2,2,3,4,3,4,3
673,939,1,,,,,,4,4,4,1,4,2,4,2,4,3,3,2,3,5,4,3,3,3,3,1,3,3,2,2,4,3,2,2,3,3,3,5,1,2,3,5,3,-2,3,2,2,4,3,4,2,5,3,1,2,2
674,940,1,,,,,,1,2,2,4,4,2,1,2,2,1,4,2,5,3,1,2,1,2,2,5,5,3,1,5,1,5,1,5,5,5,5,3,5,1,2,1,5,-2,5,5,4,1,4,1,5,1,5,5,5,5
675,941,1,,,,,,1,5,1,4,1,2,1,5,1,4,4,4,4,4,2,2,5,5,2,4,4,1,1,5,2,4,4,4,4,4,5,4,5,1,4,2,5,-1,4,4,3,4,2,4,5,2,5,4,4,4
676,942,1,,,,,,3,3,3,4,2,3,3,4,2,4,3,3,4,3,3,3,2,3,2,3,1,4,1,4,2,4,2,4,4,3,4,3,3,2,2,3,3,-2,3,3,4,2,4,3,4,2,4,4,4,4
677,944,1,,,,,,4,1,3,1,5,1,5,2,2,3,2,2,4,3,2,3,2,2,2,2,3,4,4,2,3,2,3,4,1,3,3,3,2,3,1,5,4,-2,1,2,4,1,4,1,5,1,5,2,5,3
678,945,1,,,,,,4,3,5,3,4,2,5,2,4,3,5,2,5,1,3,5,5,5,5,5,3,4,3,4,3,5,2,3,4,4,2,3,2,5,1,4,3,-3,2,3,3,3,4,2,3,2,2,3,5,3
679,947,1,,,,,,2,4,3,4,2,3,2,5,2,4,2,4,2,3,2,2,3,2,2,3,1,4,1,5,2,5,2,4,5,4,3,2,3,2,4,2,4,-2,3,4,3,2,4,2,4,2,4,3,5,4
680,949,1,,,,,,4,2,4,2,4,2,4,2,4,2,4,2,4,3,4,4,2,2,2,2,1,5,2,5,1,4,1,5,5,5,3,4,3,3,1,4,2,-2,3,4,5,2,3,3,5,3,4,4,5,3
681,950,1,,,,,,3,3,3,4,2,3,2,4,3,5,4,4,4,2,4,3,4,4,3,4,3,3,3,3,2,3,3,3,3,4,2,4,3,3,2,4,2,-3,2,3,4,2,4,2,3,4,4,3,3,3
682,951,1,,,,,,2,3,4,2,4,4,2,5,4,5,5,3,5,1,4,5,5,4,4,5,3,2,2,3,3,5,5,5,5,5,1,4,4,4,1,4,5,-5,2,1,5,1,4,3,5,2,5,4,5,5
683,952,1,,,,,,2,3,3,4,3,2,3,5,1,4,3,4,4,2,3,2,3,3,1,4,1,5,2,5,1,4,1,4,5,4,2,5,5,4,1,1,2,-4,2,4,3,1,4,1,4,2,4,3,5,3
684,954,1,,,,,,2,2,4,3,5,2,4,3,4,3,2,3,4,3,2,3,2,2,3,2,1,4,1,5,1,2,1,4,5,4,4,4,5,1,3,1,5,-3,5,3,3,3,2,3,3,3,4,3,3,3
685,956,2,,,,,,4,1,4,4,4,3,3,2,2,3,3,3,4,4,4,4,4,4,4,3,1,2,3,5,3,4,3,4,5,3,3,2,3,3,3,2,4,-3,2,3,3,3,4,3,5,1,4,3,4,4
686,957,1,,,,,,3,5,3,5,3,3,2,3,4,5,5,1,5,4,5,5,5,4,5,4,5,5,5,5,1,5,2,5,5,5,4,2,5,2,5,1,5,-1,3,5,3,1,5,1,5,1,5,2,5,5
687,958,1,,,,,,4,1,5,4,5,1,5,1,5,3,4,4,4,3,3,3,4,2,3,2,2,5,2,4,3,4,1,3,5,4,3,3,4,3,3,4,3,-1,3,5,4,1,4,4,4,3,4,3,3,4
688,959,1,,,,,,1,4,4,4,3,3,3,5,1,4,5,2,3,4,4,4,3,4,4,4,4,2,2,4,2,4,3,3,3,3,2,4,3,4,3,3,2,-3,3,3,2,2,5,2,2,2,4,3,2,2
689,960,1,,,,,,3,3,4,4,4,2,3,5,1,4,2,3,2,1,2,1,3,3,2,1,5,4,2,5,3,4,1,5,5,5,4,2,2,1,2,1,5,-2,4,4,1,4,3,3,3,1,2,1,2,4
690,961,1,,,,,,1,5,1,1,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,1,1,1,5,5,1,5,-5,5,5,1,5,5,5,5,1,1,1,5,5
691,964,1,,,,,,4,2,4,3,2,3,1,5,3,5,4,4,4,2,2,3,4,3,3,3,2,4,2,3,2,4,2,3,3,2,2,5,2,3,1,4,3,-3,2,2,5,3,5,3,4,1,5,4,2,4
692,966,1,,,,,,1,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,5,5,1,1,1,5,1,5,5,5,1,5,1,5,5,1,5,1,5,1,1,-1,5,5,5,1,5,1,5,1,5,1,1,5
693,967,1,,,,,,3,3,4,4,4,2,3,5,1,3,2,5,2,1,2,1,3,1,2,1,2,4,1,4,1,4,2,5,5,5,4,2,2,2,4,2,4,-2,4,4,1,4,4,3,3,2,2,1,2,4
694,969,1,,,,,,2,4,3,4,3,4,3,3,2,4,4,3,5,2,3,4,4,3,3,3,1,5,2,5,2,5,1,5,5,4,3,3,3,3,3,4,2,-2,2,3,3,5,3,4,4,3,3,3,5,3
695,970,1,,,,,,1,3,3,4,3,2,1,5,3,4,1,5,2,5,1,1,1,1,1,1,1,5,1,4,2,5,2,4,5,4,3,5,4,1,3,5,2,-2,4,4,5,1,5,1,5,1,5,5,5,5
696,972,1,,,,,,1,4,4,4,3,4,2,4,3,3,4,4,4,2,4,3,4,3,3,3,2,4,1,5,3,4,4,4,4,3,4,4,4,3,4,4,4,-4,4,3,2,1,5,2,4,5,4,2,4,4
697,974,1,,,,,,1,5,1,5,1,5,1,5,1,5,1,1,5,5,1,5,1,1,5,1,1,1,1,5,1,5,5,5,5,5,1,5,1,5,5,5,5,-1,5,5,5,5,5,5,1,5,1,1,5,5
698,975,1,,,,,,3,1,4,2,5,2,5,2,5,3,5,3,5,4,4,5,5,5,4,4,1,5,2,5,3,5,2,4,5,5,3,2,3,2,1,5,3,-3,1,2,3,4,3,3,4,2,4,2,2,4
699,976,1,,,,,,1,2,2,4,2,3,1,5,1,3,3,2,5,5,1,3,2,1,2,2,5,1,5,2,4,1,5,1,2,2,5,5,4,2,2,4,5,-1,5,5,4,1,4,1,4,2,5,2,5,5
700,977,1,,,,,,1,1,5,5,4,2,4,4,4,5,1,5,3,5,1,2,3,3,1,1,1,5,2,3,2,2,1,5,3,4,1,2,5,2,2,2,5,-2,2,3,3,1,4,1,3,1,3,1,2,3
701,981,1,,,,,,2,2,2,2,4,2,1,4,2,3,2,2,4,3,2,2,3,2,1,3,2,4,1,4,2,3,2,3,4,4,4,4,5,2,4,4,3,-1,3,4,4,2,4,2,4,1,4,4,5,4
702,982,2,,,,,,4,2,4,3,4,2,4,3,3,3,4,3,4,4,4,5,5,4,3,4,2,3,3,4,2,3,2,3,4,4,2,4,4,4,3,5,2,-2,2,4,4,2,4,2,3,3,4,4,4,3
703,983,1,,,,,,1,5,4,4,2,4,2,5,4,4,2,3,4,1,4,4,5,4,4,4,4,3,3,4,5,5,4,3,4,4,4,1,4,1,3,3,5,-3,4,4,4,2,4,1,3,4,5,3,2,4
704,984,1,,,,,,3,3,4,3,3,3,1,3,3,4,3,2,4,3,2,4,3,3,4,3,1,4,1,5,3,5,3,5,4,4,4,1,4,2,5,1,5,-1,4,4,4,2,4,3,4,2,4,3,4,3
705,985,1,,,,,,4,2,4,2,4,2,3,3,4,2,3,4,4,4,2,3,3,2,4,2,2,5,4,4,2,2,2,3,3,5,2,5,4,4,3,5,4,-2,2,4,5,1,4,2,4,2,5,4,4,4
706,986,1,,,,,,4,1,4,2,4,2,4,2,4,4,2,3,4,3,2,2,2,2,2,2,2,4,2,4,2,3,2,2,4,4,3,2,4,1,4,2,5,-3,3,4,4,2,5,2,5,1,5,3,5,5
707,987,1,,,,,,4,1,5,5,5,1,5,5,4,5,4,1,4,1,1,3,4,4,3,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,-1,5,5,4,1,1,1,5,1,5,1,3,4
708,990,2,,,,,,3,5,4,4,1,4,2,5,1,5,2,2,3,3,3,3,3,2,1,3,2,4,1,5,5,4,3,4,4,2,1,1,4,1,4,1,4,-2,3,4,2,3,4,3,3,3,3,1,3,3
709,991,1,,,,,,2,3,3,4,3,5,2,3,3,5,3,4,3,3,4,3,3,3,5,2,3,2,3,3,4,3,4,3,4,3,3,3,4,4,4,4,4,-3,4,3,2,4,4,4,3,1,2,1,4,3
710,992,1,,,,,,2,5,3,4,3,2,2,3,3,4,3,2,3,1,3,2,2,1,2,3,3,4,1,4,2,3,2,5,4,4,4,2,5,2,4,2,4,-3,5,4,5,1,4,4,4,1,5,3,4,5
711,994,1,,,,,,1,1,4,2,5,1,4,2,5,2,5,4,5,2,4,4,2,2,4,2,2,5,4,4,2,4,2,4,5,2,1,2,4,4,2,4,2,-3,4,2,5,1,5,2,5,1,5,5,4,5
712,995,1,,,,,,1,5,2,5,1,3,1,5,1,4,2,5,2,3,1,1,2,1,1,3,2,2,1,4,5,4,5,2,4,3,3,3,5,1,2,2,4,-1,2,3,3,1,4,1,3,3,5,1,4,3
713,996,1,,,,,,1,4,2,5,4,4,2,5,1,4,5,1,5,1,4,5,5,5,5,5,2,3,3,4,3,5,3,4,4,4,3,4,4,4,2,4,3,-3,4,4,5,3,2,3,3,4,4,5,5,3
714,997,1,,,,,,2,4,2,3,3,4,2,3,3,3,4,1,4,2,3,2,4,4,3,4,3,3,2,5,1,4,2,4,4,3,3,2,4,3,3,3,3,-3,2,5,4,1,4,2,4,1,3,4,2,4
715,998,1,,,,,,2,3,2,5,4,1,3,4,2,3,5,2,5,1,2,4,4,4,4,5,1,4,1,4,1,3,2,4,3,4,4,4,5,2,3,4,4,-2,4,4,5,1,5,1,5,1,5,5,5,5
716,999,1,,,,,,1,5,3,4,3,1,1,5,1,5,3,4,3,3,2,4,2,3,3,3,3,4,1,3,2,3,3,3,4,3,3,3,3,2,3,1,1,-3,3,4,3,3,3,2,3,3,2,4,4,3
717,1001,1,,,,,,2,3,4,3,3,2,3,3,3,3,4,2,4,3,4,4,4,4,4,2,4,4,1,4,1,4,1,3,3,3,3,3,3,4,3,4,2,-4,2,3,1,3,3,2,3,3,3,1,3,3
718,1002,1,,,,,,1,5,3,5,2,5,2,5,2,5,1,5,3,2,2,3,4,4,5,4,1,4,2,5,2,5,2,4,4,3,1,5,4,3,1,5,2,-2,1,5,4,3,2,4,4,4,5,4,5,3
719,1003,1,,,,,,3,4,3,3,2,4,2,3,4,5,3,2,5,4,4,5,4,5,4,4,4,4,1,4,3,4,2,3,3,3,3,3,4,2,3,4,1,-2,1,2,4,4,2,3,4,4,4,2,5,4
720,1004,1,,,,,,1,1,3,4,2,2,1,5,2,3,5,3,4,2,2,3,3,3,4,3,3,3,4,4,4,3,4,4,4,3,5,1,4,1,3,1,5,-1,5,5,5,2,4,3,3,2,5,4,3,4
721,1005,1,,,,,,3,2,2,4,1,4,1,1,4,4,4,2,4,2,4,1,5,4,4,4,2,5,1,4,3,5,2,4,4,4,4,5,4,4,4,3,4,-1,4,4,3,3,5,1,4,2,2,3,3,4
722,1006,1,,,,,,5,1,5,1,5,1,5,1,3,1,2,2,2,5,1,1,1,1,1,1,1,5,1,4,2,4,1,5,4,5,4,1,4,1,5,1,5,-1,5,5,4,2,4,2,4,1,4,4,3,5
723,1007,1,,,,,,4,1,5,3,4,2,5,2,5,5,2,4,4,1,5,5,5,5,5,5,1,5,4,5,1,5,1,5,5,5,3,4,4,4,1,2,3,-5,2,1,4,1,5,1,5,1,5,4,5,5
724,1009,1,,,,,,1,2,3,5,5,1,1,2,3,2,1,5,5,3,4,3,5,3,4,5,2,5,1,5,1,5,3,2,3,3,1,4,1,4,1,5,1,-2,4,5,3,5,5,5,5,1,4,3,2,5
725,1010,1,,,,,,4,1,5,2,5,2,5,2,4,4,4,4,5,2,3,4,4,2,4,3,2,5,4,4,2,5,2,4,4,4,3,5,4,4,2,4,4,-2,4,4,4,4,5,1,4,2,3,4,5,4
726,1011,1,,,,,,3,4,5,2,5,3,3,5,3,5,1,2,5,3,5,5,3,5,5,5,5,5,5,2,1,5,3,5,5,5,1,3,5,3,5,5,3,-5,5,5,3,2,5,2,5,1,5,5,5,5
727,1012,1,,,,,,5,1,5,2,5,1,5,2,4,2,3,3,4,2,3,2,2,2,2,2,1,5,1,5,2,4,1,5,5,5,3,5,4,4,1,5,3,-5,2,2,4,1,5,2,5,1,4,5,5,5
728,1013,1,,,,,,1,5,1,5,1,5,3,5,5,5,4,3,3,2,4,2,1,2,2,3,5,1,4,1,4,3,4,2,2,3,4,3,5,2,3,3,5,-1,3,3,5,1,5,1,5,1,5,4,4,5
729,1014,1,,,,,,4,3,3,3,3,2,2,2,4,4,2,4,4,2,2,3,4,4,3,4,2,3,1,4,2,2,2,5,3,5,3,2,4,2,3,2,4,-1,3,4,5,2,5,2,4,1,5,5,4,4
730,1015,1,,,,,,3,3,5,2,4,2,3,2,4,3,4,3,3,4,2,2,2,2,2,1,1,2,2,4,2,4,2,5,4,4,2,2,4,2,3,2,5,-2,4,4,2,2,3,2,4,2,4,1,3,4
731,1016,1,,,,,,2,4,5,5,4,4,2,1,1,4,4,4,5,5,2,5,5,5,4,4,4,4,3,5,2,5,2,4,5,3,3,3,5,1,5,1,5,-2,5,5,3,4,5,5,3,1,5,1,3,4
732,1017,3,,,,,,1,3,3,4,2,3,1,5,2,4,5,3,5,3,5,5,5,5,5,5,2,4,5,2,5,1,4,2,2,4,4,4,4,5,1,5,1,-4,4,4,5,1,5,2,5,1,4,5,5,5
733,1018,1,,,,,,3,2,4,2,3,3,4,4,5,3,4,2,4,4,4,4,4,4,4,4,3,4,1,4,2,4,2,4,4,4,2,5,4,4,1,4,2,-3,1,4,3,2,3,1,4,1,5,3,3,4
734,1019,1,,,,,,1,1,2,2,4,1,2,3,4,3,4,2,4,2,3,1,2,3,2,3,5,4,3,1,3,1,4,4,1,4,4,2,5,1,2,2,5,-2,2,4,5,1,5,2,5,1,5,3,3,4
735,1022,1,,,,,,4,1,5,2,5,1,5,1,4,1,2,4,3,4,3,3,2,1,2,2,1,5,1,5,1,5,1,5,5,5,4,1,2,3,4,1,3,-2,2,3,4,1,4,2,4,1,4,4,4,5
