EmployeeNumber,Age,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_Yes
613,31,27,19,8,25,-9,688,7,3,1,3,44,2,3,4,11557,25291,9,21,4,3,80,1,10,3,2,5,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
614,18,29,9,2,2,-21,1306,5,3,1,2,69,3,1,2,1878,8059,1,14,3,4,80,0,0,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
615,40,30,7,2,8,-19,1094,28,3,1,3,58,1,3,1,10932,11373,3,15,3,3,80,1,20,2,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
616,41,29,17,-2,4,-33,509,2,4,1,1,62,2,2,3,6811,2112,2,17,3,1,80,0,10,3,3,8,7,0,7,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
618,26,28,26,16,26,-6,775,29,2,1,1,45,3,2,3,4306,4267,5,12,3,1,80,2,8,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
620,35,19,9,-10,6,-16,195,1,3,1,1,80,3,2,3,4859,6698,1,16,3,4,80,0,5,3,3,5,4,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
621,34,19,24,-14,-2,-2,258,21,4,1,4,74,4,2,4,5337,19921,1,12,3,4,80,0,10,3,3,10,7,5,7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
622,26,23,5,-7,13,-12,471,24,3,1,3,66,1,1,4,2340,23213,1,18,3,2,80,0,1,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
623,37,15,15,9,16,-14,799,1,3,1,2,59,3,3,4,7491,23848,4,17,3,4,80,0,12,3,4,6,5,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
624,46,24,1,-3,11,-25,1034,18,1,1,1,86,3,3,3,10527,8984,5,11,3,4,80,0,28,3,2,2,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
625,41,32,16,6,5,-18,1276,2,5,1,2,91,3,4,1,16595,5626,7,16,3,2,80,1,22,2,3,18,16,11,8,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
626,37,17,15,-12,22,-17,142,9,4,1,1,69,3,3,2,8834,24666,1,13,3,4,80,1,9,6,3,9,5,7,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
630,52,15,23,5,14,-9,956,6,2,1,4,78,3,2,1,5577,22087,3,12,3,2,80,2,18,3,3,10,9,6,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
631,32,10,5,-2,9,-21,1474,11,4,1,4,60,4,2,3,4707,23914,8,12,3,4,80,0,6,2,3,4,2,1,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
632,24,25,11,-5,21,-27,535,24,3,1,4,38,3,1,4,2400,5530,0,13,3,3,80,2,3,3,3,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
634,38,10,7,0,7,-19,1495,10,3,1,3,76,3,2,3,9824,22174,3,19,3,3,80,1,18,4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
635,37,29,11,12,14,-8,446,1,4,1,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,2,6,5,4,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
638,49,21,11,-6,-2,-23,1245,18,4,1,4,58,2,5,3,19502,2125,1,17,3,3,80,1,31,5,3,31,9,0,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
639,24,30,14,3,12,-35,691,23,3,1,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,3,6,5,1,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
641,26,0,16,-9,0,-30,703,28,2,1,1,66,3,2,2,6272,7428,1,20,4,4,80,2,6,5,4,5,3,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
643,24,13,21,-1,20,-17,823,17,2,1,4,94,2,1,2,2127,9100,1,21,4,4,80,1,1,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
644,50,28,19,-2,21,-20,1246,3,3,1,1,99,3,5,2,18200,7999,1,11,3,3,80,1,32,2,3,32,5,10,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
645,25,24,18,5,7,-22,622,13,1,1,2,40,3,1,3,2096,26376,1,11,3,3,80,0,7,1,3,7,4,0,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
647,24,25,5,-3,4,-17,1287,7,3,1,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,4,3,6,3,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
648,30,6,-1,-16,14,-31,448,12,4,1,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,2,4,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
649,34,22,17,9,13,-15,254,1,2,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,3,6,5,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
650,31,24,9,10,24,-22,1365,13,4,1,2,46,3,2,1,4233,11512,2,17,3,3,80,0,9,2,1,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
652,35,18,11,-8,16,-20,538,25,2,1,1,54,2,2,4,3681,14004,4,14,3,4,80,0,9,3,3,3,2,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
653,31,14,6,-6,18,-28,525,6,4,1,1,66,4,2,4,5460,6219,4,22,4,4,80,2,13,4,4,7,7,5,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
655,27,4,2,0,2,-6,798,6,4,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,5,2,5,3,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
656,37,13,12,1,11,-23,558,2,3,1,4,75,3,2,3,9602,3010,4,11,3,3,80,1,17,3,2,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
657,20,15,2,-14,11,-24,959,1,3,1,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,0,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
659,42,14,-3,-13,9,-33,622,2,4,1,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,4,3,10,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
661,43,28,5,-2,25,-28,782,6,4,1,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
662,38,24,26,8,26,1,362,1,1,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,3,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
663,43,29,18,15,21,-8,1001,9,5,1,4,72,3,2,3,5679,19627,3,13,3,2,80,1,10,3,3,8,7,4,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
664,48,18,20,6,12,-14,1236,1,4,1,4,40,2,4,1,15402,17997,7,11,3,1,80,1,21,3,1,3,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
665,44,18,4,-18,-1,-30,1112,1,4,1,1,50,2,2,3,5985,26894,4,11,3,2,80,0,10,1,4,2,2,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
666,34,28,9,-9,8,-30,204,14,3,1,3,31,3,1,3,2579,2912,1,18,3,4,80,2,8,3,3,8,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
667,27,14,6,-11,10,-28,1420,2,1,1,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,3,4,3,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
669,21,26,-12,20,16,-19,1343,22,1,1,3,49,3,1,3,3447,24444,1,11,3,3,80,0,3,2,3,3,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
671,44,16,2,-5,9,-21,1315,3,4,1,4,35,3,5,4,19513,9358,4,12,3,1,80,1,26,2,4,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
675,22,29,9,-15,-5,-11,604,6,1,1,1,69,3,1,3,2773,12145,0,20,4,4,80,0,3,3,3,2,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
677,33,5,7,-10,10,-16,1216,8,4,1,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,3,5,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
679,32,25,21,-7,10,-25,646,9,4,1,1,92,3,2,4,6322,18089,1,12,3,4,80,1,6,2,2,6,4,0,5,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
680,30,28,20,8,19,-20,160,3,3,1,3,71,3,1,3,2083,22653,1,20,4,3,80,1,1,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
682,53,32,20,-5,26,-14,238,1,1,1,4,34,3,2,1,8381,7507,7,20,4,4,80,0,18,2,4,14,7,8,10,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
683,34,29,6,-12,16,-22,1397,1,5,1,2,42,3,1,4,2691,7660,1,12,3,4,80,1,10,4,2,10,9,8,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
684,45,27,10,16,24,-7,306,26,4,1,1,100,3,2,1,4286,5630,2,14,3,4,80,2,5,4,3,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
686,26,22,3,-8,14,-28,991,6,3,1,3,71,3,1,4,2659,17759,1,13,3,3,80,1,3,2,3,3,2,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
689,37,20,18,1,19,-14,482,3,3,1,3,36,3,3,3,9434,9606,1,15,3,3,80,1,10,2,3,10,7,7,8,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
690,29,22,9,-6,18,-24,1176,3,2,1,2,62,3,2,3,5561,3487,1,14,3,1,80,1,6,5,2,6,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
691,35,21,-3,8,13,-4,1017,6,4,1,2,82,1,2,4,6646,19368,1,13,3,2,80,0,17,3,3,17,11,11,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
692,33,23,-1,-7,12,-24,1296,6,3,1,3,30,3,2,4,7725,5335,3,23,4,3,80,1,15,2,1,13,11,4,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
698,54,29,23,-3,20,-10,397,19,4,1,3,88,3,3,2,10725,6729,2,15,3,3,80,1,16,1,4,9,7,7,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
699,36,16,13,-5,19,-12,913,9,2,1,2,48,2,2,2,8847,13934,2,11,3,3,80,1,13,2,3,3,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
700,27,21,6,0,9,-14,1115,3,4,1,1,54,2,1,4,2045,15174,0,13,3,4,80,0,5,0,3,4,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
701,20,22,4,-17,-8,-20,1362,10,1,1,4,32,3,1,3,1009,26999,1,11,3,4,80,0,1,5,3,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
702,33,23,7,6,18,-20,1076,3,3,1,1,70,3,1,1,3348,3164,1,11,3,1,80,0,10,3,3,10,8,9,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
704,35,19,2,0,10,-28,727,3,3,1,3,41,2,1,3,1281,16900,1,18,3,3,80,2,1,3,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
705,23,23,15,-6,11,-13,885,4,3,1,1,58,4,1,1,2819,8544,2,16,3,1,80,1,5,3,4,3,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
707,25,15,10,-15,-4,-28,810,8,3,1,4,57,4,2,2,4851,15678,0,22,4,3,80,1,4,4,3,3,2,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
709,38,17,8,15,22,-30,243,7,4,1,4,46,2,2,4,4028,7791,0,20,4,1,80,0,8,2,3,7,7,0,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
710,29,30,20,-1,14,-19,806,1,4,1,2,76,1,1,4,2720,18959,1,18,3,4,80,1,10,5,3,10,7,2,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
712,48,21,1,-4,19,-12,817,2,1,1,2,56,4,2,2,8120,18597,3,12,3,4,80,0,12,3,3,2,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
714,27,23,8,5,20,-19,1410,3,1,1,4,71,4,2,4,4647,16673,1,20,4,2,80,2,6,3,3,6,5,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
715,37,16,-6,-2,12,-29,1225,10,2,1,4,80,4,1,4,4680,15232,3,17,3,1,80,0,4,2,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
716,50,28,24,-8,17,-8,1207,28,1,1,4,74,4,1,3,3221,3297,1,11,3,3,80,3,20,3,3,20,8,3,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
717,34,29,24,13,26,-3,1442,9,3,1,4,46,2,3,2,8621,17654,1,14,3,2,80,0,9,3,4,8,7,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
720,24,24,19,-12,-2,-6,693,3,2,1,1,65,3,2,3,4577,24785,9,14,3,1,80,0,4,3,3,2,2,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
721,39,11,15,0,10,-20,408,2,4,1,4,80,2,2,3,4553,20978,1,11,3,1,80,0,20,4,3,20,7,11,10,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
722,32,14,6,-12,14,-28,929,10,3,1,4,55,3,2,4,5396,21703,1,12,3,4,80,0,10,2,2,10,7,0,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
723,50,32,13,0,20,-25,562,8,2,1,2,50,3,2,3,6796,23452,3,14,3,1,80,1,18,4,3,4,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
724,38,15,15,0,10,-24,827,1,4,1,2,33,4,2,4,7625,19383,0,13,3,3,80,0,10,4,2,9,7,1,8,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
725,27,25,-2,17,23,-12,608,1,2,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,3,9,7,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
727,32,25,4,8,13,-30,1018,3,2,1,3,39,3,3,4,11159,19373,3,15,3,4,80,0,10,6,3,7,7,7,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
728,47,23,26,-18,5,-5,703,14,4,1,4,42,3,2,1,4960,11825,2,12,3,4,80,0,20,2,3,7,7,1,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
729,40,25,8,0,14,-14,580,5,4,1,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,2,3,18,13,1,12,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
730,53,26,6,-3,21,-27,970,7,3,1,3,59,4,4,3,14814,13514,3,19,3,3,80,0,32,3,3,5,1,1,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
731,41,15,16,-4,20,-31,427,10,4,1,2,73,2,5,4,19141,8861,3,15,3,2,80,3,23,2,2,21,6,12,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
732,60,22,12,-18,13,-36,1179,16,4,1,1,84,3,2,1,5405,11924,8,14,3,4,80,0,10,1,3,2,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
733,27,26,10,-6,15,-18,294,10,2,1,4,32,3,3,1,8793,4809,1,21,4,3,80,2,9,4,2,9,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
734,41,28,15,5,17,-31,314,1,3,1,4,59,2,5,3,19189,19562,1,12,3,2,80,1,22,3,3,22,7,2,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
738,50,18,22,-4,22,-15,316,8,4,1,4,54,3,1,2,3875,9983,7,15,3,4,80,1,4,2,3,2,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
741,28,28,6,-3,5,-27,654,1,2,1,1,67,1,1,2,2216,3872,7,13,3,4,80,0,10,4,3,7,7,3,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
742,36,21,7,-9,17,-29,427,8,3,1,1,63,4,3,1,11713,20335,9,14,3,1,80,1,10,2,3,8,7,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
743,38,31,13,3,1,1,168,1,3,1,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
744,44,19,15,-3,1,-12,381,24,3,1,1,49,1,1,3,3708,2104,2,14,3,3,80,0,9,5,3,5,2,1,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
746,47,25,12,-12,7,-31,217,3,3,1,4,49,3,4,3,13770,10225,9,12,3,4,80,2,28,2,2,22,2,11,13,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
747,30,13,-1,-19,5,-36,501,27,5,1,3,99,3,2,4,5304,25275,7,23,4,4,80,1,10,2,2,8,7,7,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
749,29,27,1,2,6,-28,1396,10,3,1,3,99,3,1,3,2642,2755,1,11,3,3,80,0,1,6,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
752,42,20,4,-1,18,-26,933,19,3,1,3,57,4,1,3,2759,20366,6,12,3,4,80,0,7,2,3,2,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
754,43,18,8,-11,22,-23,775,15,3,1,4,47,2,2,4,6804,23683,3,18,3,3,80,1,7,5,3,2,2,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
757,34,13,1,-10,12,-32,970,8,2,1,2,96,3,2,3,6142,7360,3,11,3,4,80,0,10,2,3,5,1,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
758,23,9,1,-12,8,-35,650,9,1,1,2,37,3,1,1,2500,4344,1,14,3,4,80,1,5,2,4,4,3,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
760,39,24,15,-13,21,-25,141,3,3,1,3,44,4,2,2,6389,18767,9,15,3,3,80,1,12,3,1,8,3,3,6,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
762,56,30,26,-9,-6,-5,832,9,3,1,3,81,3,4,4,11103,20420,7,11,3,3,80,0,30,1,2,10,7,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
763,40,25,25,20,22,0,804,2,1,1,4,86,2,1,4,2342,22929,0,20,4,4,80,0,5,2,2,4,2,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
764,27,31,8,-7,-1,-19,975,7,3,1,4,55,2,2,1,6811,23398,8,19,3,1,80,0,9,2,1,7,6,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
766,29,24,1,-4,19,-27,1090,10,3,1,4,83,3,1,2,2297,17967,1,14,3,4,80,2,2,2,3,2,2,2,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
769,53,19,12,-9,-2,-12,346,6,3,1,4,86,3,2,4,2450,10919,2,17,3,4,80,0,19,4,3,2,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
771,35,24,16,-5,17,-8,1225,2,4,1,4,61,3,2,1,5093,4761,2,11,3,1,80,1,16,2,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
772,32,24,4,-10,13,-4,430,24,4,1,1,80,3,2,4,5309,21146,1,15,3,4,80,2,10,2,3,10,8,4,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
773,38,20,20,-17,18,-10,268,2,5,1,4,92,3,1,3,3057,20471,6,13,3,2,80,1,6,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
775,34,16,2,-15,16,-22,167,8,5,1,2,32,3,2,1,5121,4187,3,14,3,3,80,1,7,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
776,52,22,17,-2,9,-12,621,3,4,1,3,31,2,4,1,16856,10084,1,11,3,1,80,0,34,3,4,34,6,1,16,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
780,33,16,-5,4,14,-10,527,1,4,1,4,63,3,1,4,2686,5207,1,13,3,3,80,0,10,2,2,10,9,7,8,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
781,25,28,20,-2,14,-12,883,26,1,1,3,32,3,2,4,6180,22807,1,23,4,2,80,0,6,5,2,6,5,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
783,45,28,19,15,23,-9,954,2,2,1,2,46,1,2,3,6632,12388,0,13,3,1,80,0,9,3,3,8,7,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
