,EmployeeNumber,race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
1036,1464.0,Caucasian (European),24,1,1,1,1,(nu,24.0,7.0,0.0,7.0,-13.0,2.0,2,4.0,2,5.0,1,2.0,4,4.0,2.0,4,1.0,1,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2,1.0,1,4.0,3,4.0,4,2,5,5,2.0,5,2.0,1,4.0,4,5.0,2,1,5,3.0,5,2.0,5,4.0,4,4,5,5
1037,1465.0,Caucasian (European),18,1,0,1,5,(nu,27.0,10.0,-3.0,21.0,-23.0,4.0,3,3.0,2,5.0,3,2.0,2,1.0,2.0,4,1.0,2,4.0,2.0,2.0,2.0,4.0,2.0,5.0,5,4.0,5,5.0,3,5.0,4,4,5,4,2.0,4,2.0,2,2.0,5,4.0,4,5,5,5.0,4,5.0,4,4.0,5,4,5,4
1038,1466.0,Mixed Race,30,1,0,1,5,(nu,10.0,15.0,-6.0,12.0,-18.0,1.0,4,1.0,3,3.0,3,3.0,2,1.0,3.0,5,2.0,3,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3,5.0,5,3.0,3,3.0,3,4,5,4,2.0,5,4.0,4,3.0,5,3.0,4,5,1,1.0,5,5.0,3,1.0,3,1,3,5
1039,1467.0,Caucasian (European),20,1,1,1,2,(nu,22.0,2.0,1.0,21.0,-8.0,3.0,5,2.0,3,4.0,4,2.0,4,2.0,4.0,5,4.0,5,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5,5.0,4,4.0,5,5.0,4,4,4,4,1.0,3,4.0,4,1.0,2,3.0,2,2,4,2.0,5,3.0,5,4.0,5,3,4,5
1040,1468.0,Caucasian (European),26,0,0,1,5,(nu,26.0,15.0,7.0,12.0,-21.0,4.0,3,4.0,4,5.0,3,3.0,5,3.0,3.0,3,2.0,3,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4,2.0,3,4.0,4,4.0,4,4,3,4,5.0,4,5.0,2,5.0,4,3.0,4,3,5,5.0,4,3.0,5,5.0,4,5,4,4
1041,1469.0,Caucasian (European),23,0,0,1,2,(nu,20.0,17.0,-8.0,15.0,-11.0,2.0,2,2.0,3,4.0,2,1.0,2,2.0,4.0,4,2.0,4,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4,5.0,4,4.0,3,4.0,4,4,3,5,4.0,4,4.0,4,4.0,4,4.0,4,4,4,4.0,4,4.0,3,4.0,4,4,4,3
1042,1471.0,Caucasian (European),23,1,0,1,1,(nu,30.0,16.0,17.0,17.0,-30.0,4.0,5,4.0,5,4.0,5,5.0,5,5.0,3.0,2,1.0,1,3.0,3.0,1.0,1.0,2.0,1.0,5.0,5,3.0,4,4.0,3,4.0,3,5,5,5,3.0,5,3.0,3,3.0,5,5.0,3,5,5,4.0,5,4.0,5,5.0,5,5,5,5
1043,1472.0,Caucasian (European),28,1,1,1,1,(nu,6.0,26.0,-20.0,-3.0,-37.0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1,1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2,1.0,4,2.0,2,2.0,2,2,2,5,5.0,5,5.0,5,5.0,5,5.0,5,5,2,1.0,2,2.0,1,1.0,4,4,5,2
1044,1473.0,Mixed Race,1994,0,0,0,1,(nu,16.0,13.0,-2.0,20.0,-28.0,2.0,4,3.0,1,3.0,1,5.0,3,4.0,1.0,3,2.0,2,1.0,1.0,2.0,3.0,1.0,4.0,2.0,5,5.0,4,5.0,5,5.0,4,5,4,3,4.0,5,5.0,3,4.0,3,3.0,3,4,3,5.0,3,1.0,3,3.0,5,3,5,3
1045,1474.0,Mixed Race,28,0,0,1,5,(nu,19.0,12.0,4.0,15.0,-20.0,4.0,4,3.0,5,3.0,3,3.0,2,4.0,4.0,3,2.0,4,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4,5.0,5,3.0,4,4.0,4,4,4,4,4.0,4,3.0,4,5.0,4,3.0,2,3,2,4.0,5,4.0,3,5.0,5,2,4,3
1046,1475.0,Mixed Race,29,0,1,1,5,(nu,27.0,18.0,14.0,25.0,-14.0,4.0,5,4.0,5,5.0,5,3.0,5,4.0,4.0,3,4.0,3,3.0,4.0,3.0,4.0,2.0,4.0,5.0,5,5.0,5,5.0,4,5.0,5,5,5,4,3.0,5,4.0,4,3.0,5,4.0,5,5,2,5.0,5,5.0,5,5.0,5,3,5,5
1047,1477.0,Caucasian (European),16,1,0,1,1,(nu,19.0,3.0,-18.0,20.0,-28.0,2.0,1,1.0,1,1.0,1,1.0,2,1.0,1.0,2,1.0,1,4.0,2.0,2.0,4.0,1.0,2.0,5.0,4,4.0,5,5.0,4,4.0,5,5,3,2,4.0,3,2.0,1,2.0,4,2.0,5,2,4,2.0,5,4.0,2,4.0,4,3,5,4
1048,1478.0,Caucasian (European),16,1,1,0,5,(nu,25.0,18.0,-14.0,7.0,-27.0,2.0,2,1.0,2,2.0,2,1.0,1,1.0,3.0,3,1.0,3,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2,2.0,5,4.0,3,3.0,3,4,3,3,5.0,3,5.0,4,5.0,5,4.0,5,3,4,4.0,5,3.0,4,5.0,4,4,5,5
1049,1479.0,Caucasian (European),18,1,1,1,2,(nu,10.0,6.0,9.0,14.0,-21.0,4.0,4,4.0,4,2.0,5,3.0,5,4.0,2.0,3,1.0,1,3.0,2.0,5.0,5.0,3.0,2.0,4.0,4,5.0,4,4.0,5,4.0,2,4,2,4,4.0,4,3.0,1,2.0,4,3.0,2,3,2,2.0,3,2.0,4,3.0,4,2,2,4
1050,1480.0,Caucasian (European),36,0,1,0,1,(nu,28.0,10.0,6.0,22.0,-12.0,2.0,4,4.0,4,4.0,4,2.0,5,3.0,4.0,3,2.0,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5.0,5,5.0,5,4.0,5,4,4,4,2.0,5,4.0,4,2.0,2,4.0,3,4,5,5.0,4,4.0,4,5.0,5,4,5,5
1051,1481.0,Caucasian (European),62,1,1,0,1,(nu,20.0,5.0,8.0,16.0,-4.0,3.0,5,4.0,4,4.0,4,3.0,4,4.0,5.0,4,3.0,4,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4,5.0,2,4.0,4,4.0,4,4,4,3,3.0,3,2.0,3,2.0,3,4.0,3,3,4,5.0,4,4.0,4,4.0,4,2,3,4
1052,1482.0,Caucasian (European),27,0,0,1,1,(nu,27.0,12.0,-4.0,2.0,-31.0,4.0,2,4.0,3,5.0,1,2.0,2,2.0,2.0,2,1.0,1,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2.0,3,2.0,4,2.0,2,4,3,4,4.0,4,4.0,1,4.0,5,2.0,3,5,5,5.0,4,4.0,5,4.0,5,5,5,3
1053,1483.0,Caucasian (European),23,1,1,1,1,(nu,22.0,11.0,6.0,20.0,-7.0,3.0,3,3.0,5,4.0,3,3.0,5,3.0,4.0,3,4.0,4,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4,4.0,5,5.0,3,5.0,5,5,3,3,5.0,3,3.0,3,5.0,4,4.0,3,2,4,4.0,5,3.0,4,5.0,4,4,3,4
1054,1484.0,Caucasian (European),16,1,0,1,5,(nu,31.0,13.0,-16.0,-5.0,-1.0,1.0,1,1.0,1,5.0,1,1.0,1,1.0,5.0,5,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,5.0,1,1.0,1,1.0,2,1,5,4,1.0,4,5.0,1,2.0,5,5.0,5,5,5,5.0,5,5.0,5,5.0,5,5,4,5
1055,1485.0,Caucasian (European),21,1,1,1,2,US,23.0,9.0,-11.0,11.0,-6.0,2.0,3,1.0,1,3.0,1,2.0,4,1.0,4.0,5,4.0,4,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4,1.0,4,4.0,4,4.0,2,4,4,4,3.0,3,5.0,1,3.0,4,4.0,3,3,4,4.0,3,5.0,4,4.0,4,4,5,4
1056,1486.0,Caucasian (European),37,1,0,1,1,GB,27.0,21.0,-6.0,13.0,-25.0,2.0,3,2.0,4,2.0,2,2.0,3,2.0,1.0,2,1.0,2,2.0,3.0,4.0,4.0,2.0,2.0,3.0,4,5.0,4,4.0,4,3.0,3,4,3,4,5.0,5,4.0,3,5.0,4,5.0,5,5,5,4.0,5,4.0,4,4.0,5,5,4,5
1057,1487.0,Mixed Race,36,1,0,1,1,US,14.0,18.0,2.0,19.0,-2.0,3.0,5,3.0,4,4.0,4,1.0,2,3.0,4.0,5,5.0,5,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5,4.0,5,4.0,3,5.0,5,4,4,3,5.0,4,5.0,3,5.0,5,4.0,4,4,3,4.0,3,3.0,3,3.0,5,2,3,3
1058,1489.0,Caucasian (European),22,0,0,1,1,BG,23.0,10.0,-11.0,5.0,-14.0,1.0,3,1.0,3,4.0,1,2.0,2,1.0,4.0,5,3.0,3,5.0,5.0,2.0,2.0,2.0,3.0,2.0,4,3.0,3,1.0,3,3.0,2,3,5,4,1.0,5,5.0,2,5.0,3,3.0,3,3,4,4.0,5,4.0,4,5.0,5,2,5,3
1059,1492.0,Caucasian (European),17,1,1,1,1,GB,27.0,-6.0,-1.0,8.0,-10.0,3.0,4,3.0,4,2.0,3,3.0,3,2.0,4.0,5,4.0,3,5.0,4.0,4.0,4.0,2.0,3.0,2.0,4,4.0,4,2.0,3,3.0,2,4,4,1,1.0,4,2.0,1,1.0,2,3.0,1,2,5,5.0,4,5.0,4,4.0,5,5,5,3
1060,1494.0,Caucasian (North African),15,0,1,1,1,CA,16.0,15.0,-3.0,12.0,-27.0,4.0,3,1.0,1,2.0,4,2.0,5,1.0,2.0,2,1.0,2,1.0,3.0,1.0,4.0,1.0,4.0,2.0,5,5.0,4,2.0,5,4.0,2,4,3,4,5.0,3,5.0,3,5.0,4,4.0,2,4,2,2.0,5,3.0,2,5.0,5,2,5,3
1061,1495.0,Mixed Race,28,0,0,1,5,US,31.0,17.0,-2.0,25.0,-20.0,3.0,3,3.0,3,3.0,2,3.0,3,2.0,3.0,3,2.0,2,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5,5.0,5,5.0,5,4.0,5,5,5,4,4.0,4,5.0,5,2.0,4,5.0,4,4,5,5.0,5,5.0,5,5.0,4,5,5,5
1062,1496.0,Caucasian (European),22,0,1,1,1,AZ,26.0,6.0,-13.0,22.0,-38.0,3.0,1,2.0,1,5.0,1,1.0,1,1.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3,5.0,5,5.0,5,5.0,3,5,5,3,3.0,5,3.0,1,5.0,1,1.0,3,5,5,4.0,3,5.0,5,3.0,5,5,5,4
1063,1497.0,Caucasian (European),32,1,0,1,2,US,14.0,8.0,4.0,19.0,-8.0,3.0,5,3.0,4,3.0,4,3.0,3,3.0,2.0,4,2.0,4,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5,5.0,5,3.0,4,4.0,4,4,4,3,1.0,4,3.0,4,1.0,3,5.0,4,4,3,3.0,4,3.0,3,4.0,3,2,4,3
1064,1499.0,Caucasian (European),15,1,1,1,5,CA,14.0,13.0,-2.0,13.0,-15.0,5.0,3,3.0,2,4.0,3,2.0,2,1.0,4.0,3,2.0,3,4.0,4.0,4.0,3.0,2.0,4.0,4.0,5,4.0,2,4.0,4,4.0,3,4,3,4,4.0,4,3.0,4,4.0,4,3.0,4,3,3,3.0,4,4.0,3,3.0,3,3,3,3
1065,1501.0,Caucasian (European),30,0,0,1,1,GB,19.0,14.0,9.0,24.0,-15.0,4.0,4,2.0,5,4.0,4,4.0,4,4.0,2.0,2,2.0,3,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5,5.0,5,4.0,5,5.0,4,5,5,4,2.0,5,3.0,4,2.0,4,5.0,4,5,3,4.0,4,4.0,4,2.0,4,4,4,4
1066,1502.0,Caucasian (European),18,1,1,1,5,US,20.0,10.0,6.0,19.0,-21.0,5.0,4,4.0,3,4.0,3,3.0,3,3.0,2.0,3,2.0,2,4.0,3.0,2.0,3.0,3.0,3.0,5.0,5,1.0,5,5.0,5,5.0,4,5,3,3,2.0,5,4.0,2,4.0,4,4.0,4,2,4,4.0,4,4.0,4,5.0,3,3,4,3
1067,1503.0,Mixed Race,22,1,1,1,1,US,32.0,11.0,-15.0,-14.0,-17.0,1.0,3,1.0,1,2.0,2,1.0,2,1.0,5.0,5,5.0,3,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1,1.0,1,1.0,1,1.0,1,1,1,5,4.0,5,2.0,1,5.0,1,3.0,5,4,5,5.0,5,5.0,5,5.0,5,5,5,5
1068,1504.0,Caucasian (European),18,1,0,2,1,US,23.0,13.0,-12.0,4.0,-22.0,2.0,2,2.0,2,3.0,1,1.0,2,1.0,2.0,2,2.0,2,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3,5.0,2,2.0,2,2.0,4,2,4,4,5.0,4,1.0,4,4.0,4,3.0,4,4,4,5.0,5,4.0,4,4.0,5,2,5,3
1069,1506.0,Caucasian (European),31,1,0,0,1,US,18.0,8.0,13.0,21.0,-25.0,4.0,4,4.0,5,4.0,5,2.0,5,5.0,1.0,2,1.0,4,2.0,2.0,2.0,4.0,1.0,4.0,5.0,4,5.0,4,4.0,5,4.0,4,5,5,4,1.0,4,3.0,1,2.0,5,3.0,5,4,5,4.0,2,4.0,4,2.0,4,4,4,3
1070,1507.0,Caucasian (European),14,1,0,1,1,GB,19.0,-7.0,-5.0,9.0,-29.0,3.0,2,3.0,3,4.0,1,3.0,3,2.0,2.0,2,2.0,2,3.0,2.0,1.0,2.0,1.0,2.0,4.0,5,2.0,3,4.0,2,4.0,4,4,1,2,1.0,3,2.0,1,1.0,2,1.0,2,2,3,3.0,4,5.0,3,4.0,4,3,4,4
1071,1509.0,Caucasian (European),43,1,1,1,5,US,22.0,15.0,2.0,9.0,-9.0,3.0,4,3.0,4,3.0,3,3.0,3,3.0,4.0,2,4.0,4,4.0,5.0,3.0,5.0,4.0,4.0,2.0,4,5.0,4,3.0,2,4.0,3,2,4,4,3.0,3,4.0,4,4.0,4,5.0,4,4,4,5.0,4,4.0,4,1.0,5,4,4,5
1072,1513.0,Caucasian (European),16,1,0,1,1,GB,13.0,-4.0,-7.0,7.0,-22.0,2.0,5,2.0,1,2.0,1,5.0,2,1.0,1.0,5,3.0,5,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2,2.0,4,5.0,3,3.0,4,4,2,1,2.0,3,1.0,1,2.0,3,2.0,3,2,4,2.0,1,3.0,4,2.0,4,4,4,3
1073,1514.0,Caucasian (European),18,1,0,1,1,US,12.0,5.0,0.0,21.0,-25.0,4.0,4,4.0,4,4.0,2,2.0,2,2.0,2.0,3,1.0,2,1.0,2.0,3.0,3.0,2.0,4.0,5.0,5,4.0,4,5.0,5,4.0,5,4,4,3,2.0,3,4.0,1,4.0,4,2.0,4,2,3,2.0,3,2.0,3,3.0,5,1,4,4
1074,1515.0,Caucasian (European),14,1,0,1,1,US,25.0,22.0,3.0,15.0,-30.0,3.0,4,2.0,4,5.0,5,3.0,3,1.0,1.0,1,1.0,3,1.0,1.0,1.0,4.0,1.0,4.0,3.0,4,2.0,5,5.0,2,5.0,4,4,5,4,4.0,5,4.0,5,5.0,4,5.0,5,5,4,4.0,4,5.0,4,5.0,5,3,5,4
1075,1516.0,Caucasian (North African),19,1,0,1,1,CA,18.0,11.0,-8.0,8.0,-27.0,2.0,2,2.0,2,2.0,2,3.0,4,1.0,1.0,4,1.0,5,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3,2.0,3,2.0,4,3.0,4,5,3,3,4.0,3,3.0,4,3.0,5,3.0,4,3,3,3.0,4,3.0,4,4.0,3,3,5,4
1076,1520.0,Mixed Race,24,0,0,1,1,US,10.0,6.0,13.0,20.0,-16.0,5.0,4,5.0,5,5.0,4,2.0,3,5.0,3.0,3,1.0,3,4.0,3.0,2.0,5.0,3.0,5.0,5.0,5,3.0,5,5.0,5,5.0,3,4,4,3,2.0,5,3.0,1,3.0,3,3.0,3,4,1,2.0,4,4.0,3,5.0,3,1,1,4
1077,1522.0,Caucasian (European),22,1,0,1,1,US,19.0,12.0,-11.0,9.0,-26.0,2.0,2,2.0,2,3.0,2,1.0,2,2.0,1.0,4,2.0,2,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4,4.0,4,2.0,4,3.0,2,4,3,4,3.0,4,4.0,3,2.0,4,4.0,4,4,3,4.0,4,3.0,5,4.0,4,2,4,4
1078,1523.0,Caucasian (European),44,1,0,1,5,NZ,22.0,12.0,-5.0,15.0,-12.0,2.0,4,2.0,3,4.0,2,4.0,2,1.0,3.0,3,2.0,4,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4,4.0,5,4.0,4,4.0,4,4,2,4,2.0,4,4.0,2,4.0,4,4.0,4,4,4,4.0,4,4.0,3,4.0,5,3,5,4
1079,1525.0,Mixed Race,32,0,0,1,5,AU,15.0,14.0,-3.0,18.0,-19.0,3.0,3,3.0,4,3.0,2,2.0,1,3.0,2.0,3,1.0,4,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5,5.0,4,4.0,4,4.0,4,5,3,5,5.0,5,2.0,3,5.0,4,3.0,3,3,4,5.0,2,4.0,3,2.0,3,3,4,3
1080,1527.0,Mixed Race,46,0,1,1,2,US,8.0,6.0,-17.0,-3.0,-24.0,1.0,1,2.0,1,2.0,1,2.0,1,1.0,2.0,3,3.0,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1,4.0,2,2.0,2,2.0,1,3,2,4,3.0,4,3.0,3,2.0,3,2.0,2,4,1,3.0,2,2.0,4,3.0,3,2,4,2
1081,1529.0,North East Asian,21,1,0,1,2,US,13.0,16.0,4.0,18.0,-19.0,4.0,3,4.0,4,5.0,2,3.0,4,2.0,3.0,4,1.0,3,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3,4.0,4,5.0,5,3.0,5,5,4,5,2.0,4,4.0,5,3.0,5,4.0,4,4,2,3.0,3,3.0,4,4.0,4,1,3,4
1082,1533.0,Mixed Race,16,0,0,1,1,PR,15.0,10.0,13.0,22.0,-14.0,5.0,5,5.0,5,5.0,5,2.0,1,5.0,3.0,1,1.0,1,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5,5.0,3,5.0,5,5.0,4,5,4,3,5.0,3,5.0,1,1.0,3,5.0,3,5,1,3.0,5,4.0,4,5.0,4,1,1,5
1083,1534.0,Mixed Race,18,0,0,1,2,US,9.0,16.0,-3.0,10.0,-32.0,2.0,3,3.0,2,2.0,3,4.0,3,2.0,1.0,1,1.0,3,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2,4.0,5,3.0,5,2.0,2,4,3,5,2.0,5,3.0,5,4.0,5,3.0,5,3,3,2.0,3,3.0,3,2.0,4,3,1,3
1084,1535.0,Caucasian (Indian),32,1,0,1,1,US,31.0,15.0,-1.0,18.0,-18.0,3.0,3,4.0,5,2.0,2,1.0,5,3.0,2.0,3,1.0,3,5.0,2.0,3.0,3.0,5.0,3.0,3.0,5,4.0,4,2.0,5,4.0,5,5,5,2,5.0,5,5.0,2,5.0,5,5.0,3,2,5,5.0,5,5.0,5,5.0,4,5,5,5
1085,1537.0,Mixed Race,34,1,1,1,2,US,18.0,11.0,0.0,14.0,-15.0,3.0,5,3.0,2,3.0,3,2.0,5,1.0,5.0,4,3.0,3,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4,3.0,4,3.0,4,2.0,4,5,5,3,3.0,4,4.0,4,3.0,4,3.0,3,4,2,4.0,4,3.0,4,4.0,4,2,5,4
1086,1539.0,Caucasian (European),15,1,0,1,1,US,28.0,6.0,-20.0,10.0,-21.0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,2.0,2,2.0,2,5.0,4.0,3.0,3.0,2.0,2.0,4.0,5,3.0,4,3.0,3,3.0,3,4,2,3,2.0,5,2.0,2,2.0,3,4.0,3,4,5,5.0,5,4.0,3,5.0,4,5,5,5
1087,1541.0,Caucasian (European),20,0,0,1,1,RS,15.0,-2.0,-11.0,11.0,-30.0,1.0,3,1.0,3,3.0,2,1.0,2,2.0,3.0,2,1.0,1,2.0,1.0,2.0,2.0,3.0,1.0,4.0,3,5.0,4,4.0,4,3.0,3,4,1,2,3.0,3,3.0,1,1.0,2,3.0,2,2,4,2.0,5,2.0,3,5.0,3,3,4,2
1088,1542.0,Caucasian (European),22,1,0,1,1,US,15.0,0.0,4.0,15.0,-21.0,3.0,4,4.0,4,3.0,4,4.0,3,1.0,4.0,4,3.0,2,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4,3.0,4,5.0,4,4.0,3,4,4,2,1.0,3,2.0,2,4.0,4,2.0,2,2,2,4.0,4,4.0,3,4.0,2,2,5,3
1089,1543.0,Caucasian (North African),22,1,0,1,1,US,19.0,12.0,1.0,25.0,-10.0,3.0,4,3.0,3,4.0,2,2.0,5,2.0,4.0,4,3.0,2,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5,5.0,5,5.0,4,5.0,5,5,5,4,3.0,4,2.0,3,4.0,4,4.0,4,4,3,4.0,4,4.0,4,2.0,4,3,5,4
1090,1544.0,Mixed Race,17,0,0,1,5,CA,24.0,12.0,10.0,15.0,-17.0,4.0,5,1.0,5,5.0,5,3.0,5,3.0,3.0,4,3.0,2,3.0,2.0,4.0,4.0,3.0,3.0,1.0,5,4.0,5,5.0,3,5.0,4,5,2,3,1.0,4,4.0,5,3.0,5,4.0,3,4,5,4.0,5,3.0,3,5.0,4,3,5,5
1091,1545.0,Caucasian (Indian),24,1,0,1,2,CA,29.0,0.0,13.0,22.0,-21.0,4.0,5,5.0,4,5.0,3,4.0,5,4.0,3.0,5,2.0,2,2.0,2.0,3.0,4.0,2.0,2.0,5.0,4,4.0,5,5.0,5,4.0,4,5,5,2,2.0,4,3.0,1,2.0,2,3.0,2,3,5,5.0,4,5.0,5,4.0,5,5,5,4
1092,1546.0,Mixed Race,21,1,0,1,2,US,26.0,2.0,16.0,26.0,-7.0,5.0,5,3.0,5,5.0,5,3.0,5,5.0,1.0,5,1.0,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,1,1.0,4,1.0,3,1.0,3,5.0,4,3,3,5.0,4,5.0,5,4.0,5,4,5,4
1093,1547.0,Caucasian (European),31,0,0,1,1,GB,14.0,12.0,0.0,5.0,-25.0,2.0,4,3.0,4,3.0,3,3.0,3,2.0,1.0,5,1.0,3,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3,5.0,3,2.0,4,3.0,2,2,3,3,3.0,5,5.0,2,4.0,5,3.0,3,3,5,1.0,4,1.0,3,3.0,4,4,4,3
1094,1548.0,Caucasian (European),47,1,1,1,1,US,24.0,14.0,-8.0,18.0,-19.0,1.0,3,2.0,3,3.0,2,2.0,2,1.0,2.0,2,2.0,2,3.0,4.0,4.0,4.0,4.0,2.0,5.0,4,4.0,5,4.0,4,4.0,4,4,4,4,4.0,5,4.0,2,4.0,4,4.0,3,4,5,4.0,5,4.0,4,5.0,4,3,4,4
1095,1549.0,Caucasian (European),59,1,0,1,1,US,19.0,4.0,6.0,16.0,-23.0,4.0,4,4.0,4,4.0,3,3.0,4,3.0,2.0,3,2.0,2,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4,4.0,4,4.0,4,4.0,4,4,4,4,2.0,3,2.0,3,2.0,4,3.0,2,3,4,3.0,4,4.0,4,4.0,3,3,4,4
1096,1550.0,Mixed Race,50,1,0,1,1,US,22.0,9.0,4.0,26.0,-18.0,5.0,5,1.0,5,5.0,5,1.0,1,5.0,3.0,3,1.0,3,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,1,2.0,5,3.0,3,3.0,4,5.0,3,4,3,5.0,4,5.0,4,5.0,5,1,5,3
1097,1551.0,Caucasian (European),21,1,0,1,1,US,23.0,14.0,16.0,13.0,-10.0,5.0,5,5.0,5,5.0,5,4.0,3,5.0,3.0,3,3.0,5,4.0,2.0,5.0,5.0,3.0,5.0,4.0,4,5.0,2,3.0,3,5.0,4,4,3,4,3.0,4,4.0,3,4.0,5,5.0,3,3,4,4.0,4,4.0,4,5.0,5,3,4,4
1098,1552.0,Caucasian (European),17,1,0,1,5,US,12.0,14.0,5.0,13.0,-30.0,5.0,4,2.0,4,5.0,2,4.0,2,3.0,1.0,2,1.0,2,3.0,1.0,1.0,2.0,1.0,4.0,4.0,4,2.0,4,4.0,4,4.0,4,4,3,4,4.0,3,2.0,4,4.0,5,4.0,4,4,3,3.0,3,4.0,3,2.0,3,2,4,3
1099,1553.0,Caucasian (European),18,1,0,1,5,US,18.0,9.0,-8.0,14.0,-20.0,3.0,3,2.0,4,3.0,1,1.0,2,1.0,2.0,3,2.0,2,3.0,4.0,2.0,3.0,4.0,3.0,5.0,5,4.0,3,5.0,2,4.0,4,2,4,4,2.0,3,4.0,2,2.0,4,5.0,4,3,4,3.0,5,2.0,4,5.0,4,4,2,3
1100,1554.0,Caucasian (European),16,1,0,1,1,GB,7.0,11.0,-20.0,-8.0,-13.0,1.0,1,1.0,1,1.0,1,1.0,1,1.0,2.0,2,2.0,3,5.0,5.0,5.0,5.0,3.0,3.0,1.0,1,2.0,1,1.0,1,1.0,5,1,2,4,3.0,5,2.0,1,3.0,5,3.0,5,4,4,1.0,2,1.0,3,1.0,3,5,3,2
1101,1555.0,Caucasian (European),58,1,0,1,2,AU,16.0,9.0,6.0,15.0,-8.0,4.0,4,3.0,4,4.0,4,3.0,2,5.0,4.0,4,5.0,4,3.0,3.0,4.0,5.0,3.0,5.0,4.0,3,5.0,4,4.0,4,4.0,3,4,4,3,3.0,3,3.0,3,4.0,3,5.0,3,3,3,3.0,3,4.0,3,4.0,3,3,4,4
1102,1556.0,Caucasian (European),53,0,1,1,2,CA,26.0,12.0,0.0,18.0,-12.0,2.0,5,4.0,3,3.0,3,2.0,4,1.0,4.0,5,2.0,2,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5,5.0,4,3.0,3,5.0,4,4,5,4,3.0,4,4.0,4,3.0,3,4.0,3,4,4,5.0,5,5.0,4,5.0,4,4,3,5
1103,1557.0,Caucasian (North African),18,1,1,1,1,US,18.0,9.0,2.0,19.0,-15.0,3.0,5,3.0,4,3.0,5,1.0,3,2.0,3.0,3,2.0,3,5.0,3.0,2.0,5.0,3.0,4.0,4.0,4,4.0,4,4.0,5,5.0,4,5,4,4,3.0,4,3.0,3,4.0,3,4.0,2,3,2,4.0,4,4.0,4,5.0,4,2,2,5
1104,1558.0,Mixed Race,21,1,0,1,5,US,16.0,16.0,-17.0,17.0,-29.0,1.0,3,1.0,1,1.0,1,1.0,1,1.0,1.0,3,1.0,5,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3,4.0,5,5.0,5,1.0,5,5,5,3,5.0,3,5.0,4,1.0,5,4.0,5,5,3,3.0,5,5.0,3,4.0,3,1,5,2
1105,1560.0,Mixed Race2,19,1,0,1,1,US,9.0,8.0,11.0,24.0,-17.0,5.0,5,5.0,4,5.0,1,4.0,5,3.0,2.0,4,2.0,4,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5,5.0,5,4.0,5,5.0,5,4,5,3,3.0,3,3.0,2,4.0,4,3.0,3,4,2,3.0,3,3.0,3,2.0,4,1,3,3
